Delta,case,A,time,linear_drho2_over_epsilon,nonlinear_drho2_over_epsilon
0.001,EP,0.18061960298019653,257.40000000000003,0.016488613044415772,0.016881238783517105
0.001,EP,0.18061960298019653,257.6,0.016419986689593723,0.016811176206665834
0.001,EP,0.18061960298019653,257.8,0.016351638270886124,0.016741396319241986
0.001,EP,0.18061960298019653,258.0,0.016283566706024613,0.016671898026565657
0.001,EP,0.18061960298019653,258.2,0.016215770916703856,0.016602680238397838
0.001,EP,0.18061960298019653,258.40000000000003,0.016148249828568245,0.016533741866719964
0.001,EP,0.18061960298019653,258.6,0.016081002371199343,0.01646508183017481
0.001,EP,0.18061960298019653,258.8,0.016014027478102634,0.016396699046294927
0.001,EP,0.18061960298019653,259.0,0.015947324086695053,0.016328592442604872
0.001,EP,0.18061960298019653,259.2,0.015880891138291338,0.016260760946629205
0.001,EP,0.18061960298019653,259.40000000000003,0.01581472757809177,0.016193203490333374
0.001,EP,0.18061960298019653,259.6,0.01574883235516969,0.01612591901234417
0.001,EP,0.18061960298019653,259.8,0.015683204422457707,0.01605890645128838
0.001,EP,0.18061960298019653,260.0,0.015617842736735896,0.015992164751343907
0.001,EP,0.18061960298019653,260.2,0.015552746258618957,0.015925692860019325
0.001,EP,0.18061960298019653,260.40000000000003,0.01548791395254299,0.01585948973037432
0.001,EP,0.18061960298019653,260.6,0.015423344786753359,0.01579355431768903
0.001,EP,0.18061960298019653,260.8,0.015359037733292192,0.01572788557946403
0.001,EP,0.18061960298019653,261.0,0.015294991767985395,0.015662482482081685
0.001,EP,0.18061960298019653,261.2,0.015231205870430177,0.015597343990814139
0.001,EP,0.18061960298019653,261.40000000000003,0.015167679023982654,0.015532469076484645
0.001,EP,0.18061960298019653,261.6,0.015104410215745797,0.015467856714357353
0.001,EP,0.18061960298019653,261.8,0.015041398436556648,0.01540350588302708
0.001,EP,0.18061960298019653,262.0,0.014978642680973032,0.015339415564419312
0.001,EP,0.18061960298019653,262.2,0.014916141947262923,0.015275584743790205
0.001,EP,0.18061960298019653,262.40000000000003,0.01485389523739067,0.015212012409726583
0.001,EP,0.18061960298019653,262.6,0.014791901557005466,0.015148697558586832
0.001,EP,0.18061960298019653,262.8,0.014730159915428618,0.015085639184508892
0.001,EP,0.18061960298019653,263.0,0.014668669325642085,0.01502283628829204
0.001,EP,0.18061960298019653,263.2,0.01460742880427442,0.014960287876286671
0.001,EP,0.18061960298019653,263.40000000000003,0.014546437371591333,0.014897992954843176
