case,A,epsilon,time,nonlinear_delta_r_over_epsilon,linear_delta_r_over_epsilon,nonlinear_delta_psi_over_epsilon,linear_delta_psi_over_epsilon
stable_node,0.17840322435994366,0.01,313.5,17.955210278934942,0.06050245697736387,18.841575217036194,-0.018451045154980895
stable_node,0.17840322435994366,0.01,313.75,17.96377989683324,0.060337317031503385,18.88285290717045,-0.01840071610339043
stable_node,0.17840322435994366,0.01,314.0,17.972180265601633,0.06017262727973241,18.923662560481553,-0.01835052397257736
stable_node,0.17840322435994366,0.01,314.25,17.98041413964776,0.06000838649954499,18.964006449853194,-0.0183004683931925
stable_node,0.17840322435994366,0.01,314.5,17.988484248835668,0.05984459347171412,19.003886915849527,-0.01825054899685583
stable_node,0.17840322435994366,0.01,314.75,17.99639329797542,0.05968124698028091,19.043306364518187,-0.018200765416153536
stable_node,0.17840322435994366,0.01,315.0,18.004143966344355,0.059518345812549465,19.082267265207204,-0.01815111728463661
stable_node,0.17840322435994366,0.01,315.25,18.011738907239195,0.05935588875907635,19.120772148397275,-0.018101604236817954
stable_node,0.17840322435994366,0.01,315.5,18.019180747558504,0.059193874613662614,19.15882360355012,-0.01805222590817019
stable_node,0.17840322435994366,0.01,315.75,18.026472087414735,0.05903230217334502,19.196424276974696,-0.018002981935123345
stable_node,0.17840322435994366,0.01,316.0,18.033615499775244,0.05887117023838869,19.233576869712333,-0.0179538719550627
stable_node,0.17840322435994366,0.01,316.25,18.040613530131598,0.058710477612278614,19.27028413544103,-0.01790489560632655
stable_node,0.17840322435994366,0.01,316.5,18.047468696196322,0.05855022310170946,19.30654887840167,-0.017856052528203423
stable_node,0.17840322435994366,0.01,316.75,18.05418348762673,0.05839040551658117,19.342373951345092,-0.01780734236093075
stable_node,0.17840322435994366,0.01,317.0,18.06076036577482,0.05823102366998622,19.37776225350277,-0.01775876474569155
stable_node,0.17840322435994366,0.01,317.25,18.067201763462702,0.05807207637820514,19.412716728580527,-0.01771031932461299
stable_node,0.17840322435994366,0.01,317.5,18.07351008478283,0.05791356246069565,19.4472403627773,-0.017662005740763594
stable_node,0.17840322435994366,0.01,317.75,18.079687704922254,0.05775548074008592,19.48133618282896,-0.017613823638151224
stable_node,0.17840322435994366,0.01,318.0,18.085736970010323,0.05759783004216594,19.51500725407802,-0.017565772661720776
stable_node,0.17840322435994366,0.01,318.25,18.09166019698911,0.05744060919587941,19.548256678570354,-0.017517852457351976
stable_node,0.17840322435994366,0.01,318.5,18.097459673505668,0.057283817033315414,19.581087593178903,-0.01747006267185698
stable_node,0.17840322435994366,0.01,318.75,18.10313765782575,0.05712745238969978,19.613503167755567,-0.0174224029529781
stable_node,0.17840322435994366,0.01,319.0,18.10869637876805,0.05697151410338923,19.645506603311546,-0.017374872949386087
stable_node,0.17840322435994366,0.01,319.25,18.114138035658346,0.0568160010158601,19.67710113022618,-0.0173274723106771
stable_node,0.17840322435994366,0.01,319.5,18.119464798302864,0.05666091197170235,19.70829000648598,-0.01728020068737099
stable_node,0.17840322435994366,0.01,319.75,18.124678806980288,0.056506245818611245,19.73907651595274,-0.017233057730908982
stable_node,0.17840322435994366,0.01,320.0,18.129782172451534,0.0563520014073788,19.769463966662194,-0.0171860430936514
stable_node,0.17840322435994366,0.01,320.25,18.134776975986867,0.05619817759188527,19.79945568915294,-0.01713915642887519
stable_node,0.17840322435994366,0.01,320.5,18.139665269409456,0.05604477322909358,19.829055034826638,-0.017092397390772444
stable_node,0.17840322435994366,0.01,320.75,18.144449075155023,0.0558917871790377,19.85826537433848,-0.017045765634447138
stable_node,0.17840322435994366,0.01,321.0,18.149130386346645,0.05573921830481769,19.887090096019545,-0.016999260815913787
stable_node,0.17840322435994366,0.01,321.25,18.153711166884346,0.05558706547259085,19.9155326043303,-0.016952882592094952
stable_node,0.17840322435994366,0.01,321.5,18.1581933515486,0.0554353275515626,19.943596318345666,-0.016906630620818763
stable_node,0.17840322435994366,0.01,321.75,18.162578846117437,0.055284003413980265,19.971284670271817,-0.016860504560817058
stable_node,0.17840322435994366,0.01,322.0,18.166869527496278,0.05513309193512482,19.998601103994766,-0.016814504071723267
stable_node,0.17840322435994366,0.01,322.25,18.17106724386014,0.05498259199330156,20.025549073660404,-0.016768628814069653
stable_node,0.17840322435994366,0.01,322.5,18.175173814807465,0.0548325024698334,20.052132042287102,-0.01672287844928555
stable_node,0.17840322435994366,0.01,322.75,18.179191031525132,0.054682822249054686,20.078353480409053,-0.016677252639695515
stable_node,0.17840322435994366,0.01,323.0,18.183120656964014,0.054533550218299656,20.104216864752388,-0.016631751048516292
stable_node,0.17840322435994366,0.01,323.25,18.186964426024655,0.05438468526789788,20.129725676942147,-0.01658637333985533
stable_node,0.17840322435994366,0.01,323.5,18.190724045752436,0.05423622629116418,20.154883402241268,-0.016541119178708107
stable_node,0.17840322435994366,0.01,323.75,18.194401195541733,0.05408817218439271,20.179693528321174,-0.01649598823095643
stable_node,0.17840322435994366,0.01,324.0,18.19799752734861,0.05394052184684808,20.204159544063277,-0.016450980163365957
stable_node,0.17840322435994366,0.01,324.25,18.201514665911578,0.053793274180758056,20.228284938391745,-0.016406094643584127
stable_node,0.17840322435994366,0.01,324.5,18.20495420897985,0.05364642809130533,20.252073199137403,-0.016361331340137918
stable_node,0.17840322435994366,0.01,324.75,18.208317727548685,0.05349998248662079,20.275527811932484,-0.01631668992243183
stable_node,0.17840322435994366,0.01,325.0,18.21160676610142,0.05335393627777474,20.29865225913541,-0.01627217006074562
stable_node,0.17840322435994366,0.01,325.25,18.214822842857657,0.05320828837876998,20.321450018786585,-0.01622777142623214
stable_node,0.17840322435994366,0.01,325.5,18.21796745002724,0.05306303770653387,20.34392456359351,-0.01618349369091531
stable_node,0.17840322435994366,0.01,325.75,18.22104205406957,0.052918183180910607,20.366079359946244,-0.016139336527687804
stable_node,0.17840322435994366,0.01,326.0,18.22404809595797,0.05277372372465409,20.387917866962024,-0.016095299610309085
stable_node,0.17840322435994366,0.01,326.25,18.226986991448424,0.052629658263419796,20.409443535559035,-0.016051382613403165
stable_node,0.17840322435994366,0.01,326.5,18.22986013135277,0.0524859857257572,20.43065980755922,-0.01600758521245644
stable_node,0.17840322435994366,0.01,326.75,18.232668881815506,0.05234270504310262,20.451570114819408,-0.01596390708381563
stable_node,0.17840322435994366,0.01,327.0,18.235414584594178,0.052199815149771935,20.47217787839083,-0.015920347904685796
stable_node,0.17840322435994366,0.01,327.25,18.23809855734291,0.052057314982951366,20.492486507706055,-0.015876907353127724
stable_node,0.17840322435994366,0.01,327.5,18.240722093898697,0.05191520348269264,20.5124993997939,-0.01583358510805653
stable_node,0.17840322435994366,0.01,327.75,18.243286464570208,0.051773479591903634,20.532219938520964,-0.015790380849239047
stable_node,0.17840322435994366,0.01,328.0,18.245792916428748,0.05163214225634036,20.5516514938601,-0.015747294257291565
stable_node,0.17840322435994366,0.01,328.25,18.2482426736012,0.05149119042460133,20.57079742118508,-0.015704325013678255
stable_node,0.17840322435994366,0.01,328.5,18.25063693756447,0.05135062304811964,20.589661060591325,-0.01566147280070884
stable_node,0.17840322435994366,0.01,328.75,18.252976887441253,0.05121043908115443,20.608245736241873,-0.01561873730153631
stable_node,0.17840322435994366,0.01,329.0,18.255263680297016,0.05107063748078471,20.626554755738606,-0.015576118200155096
stable_node,0.17840322435994366,0.01,329.25,18.257498451437627,0.050931217206901226,20.644591409518124,-0.015533615181398796
stable_node,0.17840322435994366,0.01,329.5,18.259682314707646,0.05079217722219916,20.662358970272056,-0.015491227930938097
stable_node,0.17840322435994366,0.01,329.75,18.261816362788952,0.050653516492172236,20.67986069239074,-0.01544895613527904
stable_node,0.17840322435994366,0.01,330.0,18.26390166749947,0.050515233985103,20.697099811430757,-0.015406799481760413
stable_node,0.17840322435994366,0.01,330.25,18.265939280091857,0.0503773286720565,20.71407954360532,-0.015364757658551872
stable_node,0.17840322435994366,0.01,330.5,18.26793023155181,0.05023979952687389,20.730803085296994,-0.015322830354652098
stable_node,0.17840322435994366,0.01,330.75,18.269875532895952,0.0501026455261639,20.747273612592945,-0.015281017259886417
stable_node,0.17840322435994366,0.01,331.0,18.271776175469046,0.049965865649296705,20.763494280841396,-0.015239318064905045
stable_node,0.17840322435994366,0.01,331.25,18.273633131240295,0.049829458878395294,20.77946822422965,-0.015197732461180662
stable_node,0.17840322435994366,0.01,331.5,18.275447353098716,0.049693424198329866,20.79519855538297,-0.015156260141006767
stable_node,0.17840322435994366,0.01,331.75,18.277219775147245,0.049557760596708536,20.81068836498339,-0.015114900797495142
stable_node,0.17840322435994366,0.01,332.0,18.278951312995595,0.04942246706387279,20.825940721408976,-0.015073654124574338
stable_node,0.17840322435994366,0.01,332.25,18.280642864051543,0.04928754259288803,20.840958670392357,-0.015032519816987286
stable_node,0.17840322435994366,0.01,332.5,18.28229530781077,0.049152986179537256,20.855745234698286,-0.01499149757028924
stable_node,0.17840322435994366,0.01,332.75,18.283909506144756,0.04901879682231441,20.870303413819954,-0.01495058708084604
stable_node,0.17840322435994366,0.01,333.0,18.285486303586996,0.04888497352241673,20.88463618369341,-0.014909788045831823
stable_node,0.17840322435994366,0.01,333.25,18.287026527617144,0.04875151528373693,20.89874649642988,-0.01486910016322689
stable_node,0.17840322435994366,0.01,333.5,18.288530988943087,0.0486184211128578,20.912637280065276,-0.01482852313181609
stable_node,0.17840322435994366,0.01,333.75,18.290000481780876,0.04848569001904386,20.92631143832698,-0.014788056651186479
stable_node,0.17840322435994366,0.01,334.0,18.291435784132382,0.04835332101423465,20.939771850416687,-0.014747700421725391
stable_node,0.17840322435994366,0.01,334.25,18.292837658060478,0.04822131311303799,20.95302137080959,-0.0147074541446185
stable_node,0.17840322435994366,0.01,334.5,18.29420684996196,0.048089665332721764,20.966062829069593,-0.014667317521847537
stable_node,0.17840322435994366,0.01,334.75,18.295544090837755,0.04795837669320891,20.978899029679056,-0.014627290256188745
stable_node,0.17840322435994366,0.01,335.0,18.29685009656068,0.04782744621706884,20.991532751884098,-0.014587372051210514
stable_node,0.17840322435994366,0.01,335.25,18.29812556814041,0.04769687292951085,21.00396674955404,-0.014547562611271481
stable_node,0.17840322435994366,0.01,335.5,18.29937119198586,0.047566655858377625,21.016203751055286,-0.01450786164151864
stable_node,0.17840322435994366,0.01,335.75,18.300587640164643,0.04743679403413815,21.028246459138273,-0.014468268847885333
stable_node,0.17840322435994366,0.01,336.0,18.301775570659828,0.047307286489878954,21.040097550838386,-0.014428783937088765
stable_node,0.17840322435994366,0.01,336.25,18.302935627623707,0.047178132261300944,21.051759677389487,-0.014389406616629036
stable_node,0.17840322435994366,0.01,336.5,18.30406844162872,0.04704933038670967,21.063235464150164,-0.0143501365947864
stable_node,0.17840322435994366,0.01,336.75,18.3051746299154,0.04692087990700876,21.074527510541916,-0.014310973580619345
stable_node,0.17840322435994366,0.01,337.0,18.3062547966373,0.04679277986569405,21.08563838999953,-0.014271917283962984
stable_node,0.17840322435994366,0.01,337.25,18.307309533102956,0.04666502930884607,21.096570649932538,-0.014232967415426782
stable_node,0.17840322435994366,0.01,337.5,18.308339418014718,0.04653762728512307,21.10732681169819,-0.014194123686392671
stable_node,0.17840322435994366,0.01,337.75,18.30934501770457,0.04641057284575469,21.117909370584837,-0.01415538580901313
stable_node,0.17840322435994366,0.01,338.0,18.310326886366855,0.04628386504453528,21.12832079580592,-0.014116753496209314
stable_node,0.17840322435994366,0.01,338.25,18.311285566287882,0.04615750293781603,21.13856353050409,-0.014078226461668848
stable_node,0.17840322435994366,0.01,338.5,18.31222158807242,0.046031485584500084,21.148639991764966,-0.014039804419844277
stable_node,0.17840322435994366,0.01,338.75,18.31313547086705,0.045905812046034375,21.158552570640346,-0.01400148708595085
stable_node,0.17840322435994366,0.01,339.0,18.314027722580363,0.04578048138640225,21.168303632180553,-0.013963274175964354
stable_node,0.17840322435994366,0.01,339.25,18.314898840100092,0.04565549267211906,21.17789551547564,-0.013925165406619814
stable_node,0.17840322435994366,0.01,339.5,18.315749309507044,0.04553084497222388,21.187330533705047,-0.013887160495409162
stable_node,0.17840322435994366,0.01,339.75,18.316579606285867,0.04540653735827256,21.196610974195277,-0.013849259160579183
stable_node,0.17840322435994366,0.01,340.0,18.317390195532735,0.045282568904332826,21.205739098485733,-0.01381146112113012
stable_node,0.17840322435994366,0.01,340.25,18.318181532159926,0.04515893868697472,21.214717142401987,-0.013773766096812948
stable_node,0.17840322435994366,0.01,340.5,18.318954061097127,0.04503564578526743,21.22354731613638,-0.013736173808128409
stable_node,0.17840322435994366,0.01,340.75,18.31970821748984,0.04491268928076991,21.232231804335708,-0.013698683976324363
stable_node,0.17840322435994366,0.01,341.0,18.3204444268945,0.044790068257525434,21.240772766195594,-0.013661296323394159
stable_node,0.17840322435994366,0.01,341.25,18.321163105470628,0.04466778180205577,21.249172335561546,-0.01362401057207495
stable_node,0.17840322435994366,0.01,341.5,18.321864660169794,0.04454582900335272,21.257432621035825,-0.013586826445845345
stable_node,0.17840322435994366,0.01,341.75,18.32254948892166,0.04442420895287319,21.265555706090883,-0.013549743668923853
stable_node,0.17840322435994366,0.01,342.0,18.323217980816842,0.044302920744532015,21.27354364918798,-0.013512761966266917
stable_node,0.17840322435994366,0.01,342.25,18.323870516286878,0.044181963474695767,21.281398483901743,-0.013475881063567039
stable_node,0.17840322435994366,0.01,342.5,18.324507467281137,0.04406133624217545,21.289122219049368,-0.013439100687250726
stable_node,0.17840322435994366,0.01,342.75,18.325129197440713,0.043941038148221125,21.29671683882559,-0.013402420564476927
stable_node,0.17840322435994366,0.01,343.0,18.325736062269428,0.043821068296514866,21.304184302941795,-0.013365840423134942
stable_node,0.17840322435994366,0.01,343.25,18.32632840930192,0.043701425793164196,21.311526546770256,-0.013329359991842583
stable_node,0.17840322435994366,0.01,343.5,18.32690657826873,0.043582109746695866,21.318745481491785,-0.013292978999944366
stable_node,0.17840322435994366,0.01,343.75,18.327470901258657,0.043463119268049466,21.325842994248866,-0.013256697177509614
stable_node,0.17840322435994366,0.01,344.0,18.32802170287813,0.043344453470570775,21.332820948301407,-0.013220514255330587
stable_node,0.17840322435994366,0.01,344.25,18.32855930040781,0.0432261114700061,21.339681183187157,-0.013184429964920771
stable_node,0.17840322435994366,0.01,344.5,18.329084003956453,0.04310809238449484,21.346425514885,-0.013148444038512813
stable_node,0.17840322435994366,0.01,344.75,18.329596116611913,0.04299039533456372,21.353055735982018,-0.013112556209056752
stable_node,0.17840322435994366,0.01,345.0,18.33009593458945,0.042873019443121045,21.359573615843498,-0.01307676621021841
stable_node,0.17840322435994366,0.01,345.25,18.33058374737743,0.04275596383544861,21.36598090078595,-0.01304107377637704
stable_node,0.17840322435994366,0.01,345.5,18.33105983788017,0.04263922763919725,21.372279314252925,-0.013005478642624038
stable_node,0.17840322435994366,0.01,345.75,18.331524482558326,0.04252280998438006,21.378470556993403,-0.01296998054476091
stable_node,0.17840322435994366,0.01,346.0,18.331977951566557,0.042406710003364795,21.384556307242836,-0.012934579219297172
stable_node,0.17840322435994366,0.01,346.25,18.332420508888625,0.04229092683087052,21.39053822090609,-0.012899274403449259
stable_node,0.17840322435994366,0.01,346.5,18.332852412470057,0.04217545960395743,21.39641793174306,-0.01286406583513766
stable_node,0.17840322435994366,0.01,346.75,18.33327391434816,0.042060307462024715,21.40219705155574,-0.012828953252986237
stable_node,0.17840322435994366,0.01,347.0,18.333685260779653,0.04194546954680064,21.40787717037738,-0.012793936396319393
stable_node,0.17840322435994366,0.01,347.25,18.334086692365815,0.04183094500233892,21.4134598566636,-0.012759015005160957
stable_node,0.17840322435994366,0.01,347.5,18.33447844417527,0.04171673297501232,21.418946657484312,-0.012724188820232338
stable_node,0.17840322435994366,0.01,347.75,18.334860745864322,0.04160283261350466,21.42433909871797,-0.01268945758295024
stable_node,0.17840322435994366,0.01,348.0,18.33523382179504,0.041489243068806456,21.42963868524633,-0.012654821035425368
stable_node,0.17840322435994366,0.01,348.25,18.335597891150968,0.04137596349420826,21.434846901150998,-0.01262027892046042
stable_node,0.17840322435994366,0.01,348.5,18.33595316805058,0.0412629930452942,21.43996520991038,-0.012585830981548323
stable_node,0.17840322435994366,0.01,348.75,18.336299861658556,0.04115033087993699,21.44499505459821,-0.012551476962870664
stable_node,0.17840322435994366,0.01,349.0,18.336638176294716,0.04103797615828954,21.449937858082375,-0.012517216609295372
stable_node,0.17840322435994366,0.01,349.25,18.336968311540957,0.040925928042781626,21.45479502322463,-0.012483049666375617
stable_node,0.17840322435994366,0.01,349.5,18.337290462345923,0.0408141856981123,21.459567933080876,-0.012448975880347646
stable_node,0.17840322435994366,0.01,349.75,18.337604819127606,0.040702748291243554,21.46425795110202,-0.012414994998128957
stable_node,0.17840322435994366,0.01,350.0,18.33791156787391,0.040591614991395346,21.468866421335004,-0.012381106767316854
stable_node,0.17840322435994366,0.01,350.25,18.338210890241136,0.04048078497003913,21.47339466862424,-0.012347310936186469
stable_node,0.17840322435994366,0.01,350.5,18.338502963650505,0.04037025740089137,21.477843998813324,-0.01231360725368898
stable_node,0.17840322435994366,0.01,350.75,18.338787961382675,0.04026003145990868,21.482215698946487,-0.012279995469450126
stable_node,0.17840322435994366,0.01,351.0,18.339066052670315,0.0401501063252806,21.486511037470592,-0.01224647533376809
stable_node,0.17840322435994366,0.01,351.25,18.339337402788836,0.040040481177424085,21.490731264436693,-0.012213046597611948
stable_node,0.17840322435994366,0.01,351.5,18.339602173145163,0.03993115519897853,21.494877611701405,-0.01217970901262013
stable_node,0.17840322435994366,0.01,351.75,18.33986052136475,0.03982212757479828,21.498951293128247,-0.012146462331098312
stable_node,0.17840322435994366,0.01,352.0,18.340112601376703,0.03971339749194765,21.50295350478854,-0.012113306306017911
stable_node,0.17840322435994366,0.01,352.25,18.340358563497194,0.03960496413969524,21.50688542516204,-0.012080240691014384
stable_node,0.17840322435994366,0.01,352.5,18.34059855451112,0.039496826709507195,21.51074821533711,-0.012047265240385354
stable_node,0.17840322435994366,0.01,352.75,18.34083271775202,0.0393889843950417,21.51454301921003,-0.012014379709088937
stable_node,0.17840322435994366,0.01,353.0,18.3410611931803,0.03928143639214355,21.518270963684355,-0.011981583852742152
stable_node,0.17840322435994366,0.01,353.25,18.34128411745982,0.03917418189883843,21.52193315886901,-0.011948877427619221
stable_node,0.17840322435994366,0.01,353.5,18.34150162403292,0.039067220115325416,21.52553069827619,-0.011916260190649475
stable_node,0.17840322435994366,0.01,353.75,18.341713843193684,0.0389605502439737,21.52906465901817,-0.011883731899416263
stable_node,0.17840322435994366,0.01,354.0,18.34192090215988,0.038854171489315185,21.53253610200341,-0.011851292312154836
stable_node,0.17840322435994366,0.01,354.25,18.342122925143112,0.03874808305803871,21.53594607213183,-0.011818941187750686
stable_node,0.17840322435994366,0.01,354.5,18.342320033417657,0.03864228415898453,21.539295598489225,-0.011786678285737916
stable_node,0.17840322435994366,0.01,354.75,18.342512345387707,0.038536774003139485,21.542585694540403,-0.011754503366297736
stable_node,0.17840322435994366,0.01,355.0,18.342699976653243,0.038431551803629845,21.545817358321862,-0.011722416190256494
stable_node,0.17840322435994366,0.01,355.25,18.342883040074398,0.03832661677571623,21.548991572632914,-0.01169041651908409
stable_node,0.17840322435994366,0.01,355.5,18.343061645834503,0.038221968136787715,21.55210930522604,-0.011658504114892311
stable_node,0.17840322435994366,0.01,355.75,18.343235901501696,0.0381176051063571,21.555171508996054,-0.011626678740433357
stable_node,0.17840322435994366,0.01,356.0,18.343405912089285,0.03801352690605371,21.558179122167882,-0.011594940159097802
stable_node,0.17840322435994366,0.01,356.25,18.343571780114665,0.03790973275961871,21.561133068483525,-0.011563288134913207
stable_node,0.17840322435994366,0.01,356.5,18.343733605657018,0.03780622189289917,21.56403425738756,-0.01153172243254235
stable_node,0.17840322435994366,0.01,356.75,18.34389148641381,0.0377029935338427,21.5668835842113,-0.011500242817281644
stable_node,0.17840322435994366,0.01,357.0,18.34404551775586,0.0376000469124914,21.569681930355923,-0.01146884905505939
stable_node,0.17840322435994366,0.01,357.25,18.34419579278139,0.03749738126097628,21.57243016347404,-0.01143754091243412
stable_node,0.17840322435994366,0.01,357.5,18.344342402368817,0.03739499581351256,21.575129137650187,-0.011406318156593211
stable_node,0.17840322435994366,0.01,357.75,18.344485435228265,0.03729288980639286,21.5777796935796,-0.011375180555350887
stable_node,0.17840322435994366,0.01,358.0,18.34462497795213,0.03719106247798232,21.580382658745982,-0.011344127877146767
stable_node,0.17840322435994366,0.01,358.25,18.344761115064333,0.037089513068713095,21.58293884759755,-0.011313159891044247
stable_node,0.17840322435994366,0.01,358.5,18.34489392906865,0.03698824082107816,21.585449061721732,-0.011282276366728744
stable_node,0.17840322435994366,0.01,358.75,18.345023500495806,0.0368872449796273,21.58791409001859,-0.01125147707450639
stable_node,0.17840322435994366,0.01,359.0,18.34514990794962,0.0367865247909597,21.590334708872476,-0.011220761785301939
stable_node,0.17840322435994366,0.01,359.25,18.34527322815208,0.0366860795037193,21.592711682322516,-0.011190130270657404
stable_node,0.17840322435994366,0.01,359.5,18.345393535987387,0.03658590836859038,21.595045762231333,-0.011159582302730677
stable_node,0.17840322435994366,0.01,359.75,18.345510904545048,0.03648601063829006,21.597337688452463,-0.011129117654293409
stable_node,0.17840322435994366,0.01,360.0,18.345625405162014,0.036386385567564,21.599588188995963,-0.011098736098729703
stable_node,0.17840322435994366,0.01,360.25,18.345737107463766,0.03628703241318199,21.601797980192995,-0.011068437410034753
stable_node,0.17840322435994366,0.01,360.5,18.34584607940457,0.03618795043392971,21.603967766858176,-0.011038221362812569
stable_node,0.17840322435994366,0.01,360.75,18.345952387306806,0.03608913889060656,21.606098242450962,-0.011008087732275153
stable_node,0.17840322435994366,0.01,361.0,18.34605609589939,0.03599059704601733,21.608190089235272,-0.010978036294240193
stable_node,0.17840322435994366,0.01,361.25,18.346157268355313,0.03589232416496975,21.610243978437342,-0.010948066825130226
stable_node,0.17840322435994366,0.01,361.5,18.346255966328307,0.03579431951426612,21.61226057040242,-0.010918179101970257
stable_node,0.17840322435994366,0.01,361.75,18.34635224998876,0.035696582362700596,21.614240514749266,-0.010888372902386891
stable_node,0.17840322435994366,0.01,362.0,18.346446178058763,0.03559911198105213,21.616184450523917,-0.01085864800460627
stable_node,0.17840322435994366,0.01,362.25,18.346537807846254,0.03550190764208009,21.618093006350904,-0.010829004187452808
stable_node,0.17840322435994366,0.01,362.5,18.346627195278586,0.035404968620517285,21.61996680058374,-0.01079944123034712
stable_node,0.17840322435994366,0.01,362.75,18.34671439493516,0.03530829419306829,21.621806441453163,-0.010769958913305443
stable_node,0.17840322435994366,0.01,363.0,18.3467994600794,0.03521188363839979,21.62361252721427,-0.01074055701693693
stable_node,0.17840322435994366,0.01,363.25,18.346882442689893,0.035115736237138345,21.625385646291704,-0.010711235322442884
stable_node,0.17840322435994366,0.01,363.5,18.346963393490967,0.03501985127186384,21.627126377423373,-0.010681993611614819
stable_node,0.17840322435994366,0.01,363.75,18.347042361982414,0.034924228027104744,21.628835289802712,-0.010652831666833127
stable_node,0.17840322435994366,0.01,364.0,18.347119396468614,0.03482886578933281,21.6305129432191,-0.010623749271065453
stable_node,0.17840322435994366,0.01,364.25,18.347194544086953,0.03473376384695723,21.6321598881969,-0.010594746207865007
stable_node,0.17840322435994366,0.01,364.5,18.34726785083558,0.03463892149032035,21.63377666613277,-0.010565822261369241
stable_node,0.17840322435994366,0.01,364.75,18.347339361600568,0.03454433801169205,21.63536380943155,-0.010536977216298234
stable_node,0.17840322435994366,0.01,365.0,18.34740912018239,0.03445001270526473,21.636921841640344,-0.010508210857953176
stable_node,0.17840322435994366,0.01,365.25,18.34747716932179,0.034355944867147534,21.638451277581265,-0.01047952297221472
stable_node,0.17840322435994366,0.01,365.5,18.347543550725074,0.034262133795362665,21.639952623482504,-0.010450913345541768
stable_node,0.17840322435994366,0.01,365.75,18.347608305088837,0.03416857878983819,21.641426377107784,-0.010422381764969495
stable_node,0.17840322435994366,0.01,366.0,18.347671472124006,0.03407527915240494,21.642873027884274,-0.010393928018108291
stable_node,0.17840322435994366,0.01,366.25,18.34773309057949,0.03398223418678962,21.64429305702922,-0.010365551893141825
stable_node,0.17840322435994366,0.01,366.5,18.347793198265062,0.033889443198611355,21.645686937674537,-0.010337253178825952
stable_node,0.17840322435994366,0.01,366.75,18.34785183207398,0.033796905495374854,21.64705513499027,-0.010309031664486726
stable_node,0.17840322435994366,0.01,367.0,18.347909028004803,0.03370462038646788,21.648398106306434,-0.010280887140019611
stable_node,0.17840322435994366,0.01,367.25,18.34796482118287,0.03361258718315297,21.649716301233195,-0.010252819395887092
stable_node,0.17840322435994366,0.01,367.5,18.348019245881243,0.03352080519856523,21.651010161779606,-0.010224828223117934
stable_node,0.17840322435994366,0.01,367.75,18.34807233554111,0.03342927374770551,21.652280122471144,-0.010196913413305234
stable_node,0.17840322435994366,0.01,368.0,18.348124122791788,0.03333799214743655,21.65352661046519,-0.010169074758605233
stable_node,0.17840322435994366,0.01,368.25,18.348174639470137,0.03324695971647659,21.654750045665452,-0.010141312051735452
stable_node,0.17840322435994366,0.01,368.5,18.34822391663966,0.0331561757753962,21.65595084083475,-0.010113625085973717
stable_node,0.17840322435994366,0.01,368.75,18.348271984609056,0.03306563964661175,21.65712940170648,-0.010086013655156233
stable_node,0.17840322435994366,0.01,369.0,18.348318872950355,0.03297535065438098,21.658286127094325,-0.010058477553676304
stable_node,0.17840322435994366,0.01,369.25,18.348364610516644,0.032885308124798736,21.659421409000963,-0.01003101657648301
stable_node,0.17840322435994366,0.01,369.5,18.348409225459385,0.032795511385790656,21.660535632724816,-0.010003630519079357
stable_node,0.17840322435994366,0.01,369.75,18.348452745245247,0.032705959767109355,21.661629176965896,-0.009976319177521162
stable_node,0.17840322435994366,0.01,370.0,18.348495196672676,0.032616652600329345,21.662702413929907,-0.009949082348415504
stable_node,0.17840322435994366,0.01,370.25,18.34853660588791,0.03252758921884172,21.663755709431044,-0.009921919828919186
stable_node,0.17840322435994366,0.01,370.5,18.34857699840079,0.03243876895784896,21.66478942299343,-0.009894831416737198
stable_node,0.17840322435994366,0.01,370.75,18.348616399100003,0.03235019115436151,21.66580390795115,-0.009867816910121622
stable_node,0.17840322435994366,0.01,371.0,18.348654832268164,0.032261855147191494,21.666799511546873,-0.009840876107869857
stable_node,0.17840322435994366,0.01,371.25,18.34869232159636,0.03217376027694866,21.667776575029205,-0.009814008809323337
stable_node,0.17840322435994366,0.01,371.5,18.348728890198473,0.03208590588603469,21.66873543374879,-0.009787214814365928
stable_node,0.17840322435994366,0.01,371.75,18.348764560625142,0.03199829131864006,21.669676417252756,-0.009760493923422877
stable_node,0.17840322435994366,0.01,372.0,18.348799354877322,0.03191091592073621,21.67059984937823,-0.009733845937458633
stable_node,0.17840322435994366,0.01,372.25,18.348833294419574,0.03182377904007466,21.671506048344206,-0.009707270657976408
stable_node,0.17840322435994366,0.01,372.5,18.3488664001931,0.03173688002617888,21.672395326842434,-0.00968076788701592
stable_node,0.17840322435994366,0.01,372.75,18.3488986926283,0.031650218230341934,21.67326799212686,-0.009654337427152554
stable_node,0.17840322435994366,0.01,373.0,18.34893019165721,0.0315637930056193,21.674124346101735,-0.009627979081495364
stable_node,0.17840322435994366,0.01,373.25,18.34896091672554,0.031477603706826535,21.674964685408643,-0.009601692653686263
stable_node,0.17840322435994366,0.01,373.5,18.34899088680443,0.03139164969053326,21.675789301512264,-0.009575477947898264
stable_node,0.17840322435994366,0.01,373.75,18.34902012040198,0.03130593031505784,21.67659848078465,-0.009549334768833968
stable_node,0.17840322435994366,0.01,374.0,18.349048635574448,0.031220444940464546,21.677392504588692,-0.009523262921724588
stable_node,0.17840322435994366,0.01,374.25,18.349076449937197,0.031135192928557306,21.678171649360035,-0.009497262212328194
