case,A,time,delta_r_over_epsilon,delta_psi_over_epsilon
stable_node,0.17840322435994352,577.344416248834,0.0033762109986490195,-0.0010299269064744313
stable_node,0.17840322435994352,577.7507107008037,0.0033612389276196065,-0.0010253596206290215
stable_node,0.17840322435994352,578.1570051527733,0.0033463332512603814,-0.0010208125886488628
stable_node,0.17840322435994352,578.563299604743,0.003331493675141668,-0.0010162857207184862
stable_node,0.17840322435994352,578.9695940567125,0.0033167199061394812,-0.0010117789274207048
stable_node,0.17840322435994352,579.3758885086821,0.003302011652429666,-0.0010072921197348266
stable_node,0.17840322435994352,579.7821829606518,0.0032873686234821836,-0.0010028252090349152
stable_node,0.17840322435994352,580.1884774126214,0.003272790530055263,-0.0009983781070880067
stable_node,0.17840322435994352,580.594771864591,0.003258277084189709,-0.000993950726052373
stable_node,0.17840322435994352,581.0010663165607,0.0032438279992034465,-0.0009895429784758526
stable_node,0.17840322435994352,581.4073607685302,0.003229442989685543,-0.0009851547772940325
stable_node,0.17840322435994352,581.8136552204999,0.003215121771490692,-0.0009807860358285695
stable_node,0.17840322435994352,582.2199496724695,0.0032008640617337473,-0.0009764366677855079
stable_node,0.17840322435994352,582.6262441244392,0.0031866695787838256,-0.0009721065872535022
stable_node,0.17840322435994352,583.0325385764088,0.003172538042259072,-0.0009677957087022022
stable_node,0.17840322435994352,583.4388330283783,0.003158469173020845,-0.0009635039469804916
stable_node,0.17840322435994352,583.845127480348,0.003144462693168551,-0.0009592312173149001
stable_node,0.17840322435994352,584.2514219323176,0.0031305183260335505,-0.000954977435307762
stable_node,0.17840322435994352,584.6577163842873,0.0031166357961744952,-0.0009507425169357754
stable_node,0.17840322435994352,585.0640108362569,0.0031028148293712325,-0.0009465263785481552
stable_node,0.17840322435994352,585.4703052882265,0.0030890551526196425,-0.0009423289368650588
stable_node,0.17840322435994352,585.8765997401961,0.003075356494126315,-0.0009381501089759506
stable_node,0.17840322435994352,586.2828941921657,0.0030617185833030284,-0.000933989812337931
stable_node,0.17840322435994352,586.6891886441354,0.003048141150761477,-0.0009298479647741247
stable_node,0.17840322435994352,587.095483096105,0.0030346239283080226,-0.0009257244844720728
stable_node,0.17840322435994352,587.5017775480746,0.0030211666489381697,-0.00092161928998206
stable_node,0.17840322435994352,587.9080720000443,0.003007769046831674,-0.0009175323002156093
stable_node,0.17840322435994352,588.3143664520138,0.002994430857346839,-0.0009134634344437545
stable_node,0.17840322435994352,588.7206609039835,0.0029811518170156275,-0.0009094126122955398
stable_node,0.17840322435994352,589.1269553559531,0.002967931663538334,-0.0009053797537564009
stable_node,0.17840322435994352,589.5332498079227,0.00295477013577838,-0.0009013647791665727
stable_node,0.17840322435994352,589.9395442598924,0.00294166697375729,-0.0008973676092195636
stable_node,0.17840322435994352,590.3458387118619,0.002928621918649233,-0.0008933881649604842
stable_node,0.17840322435994352,590.7521331638316,0.0029156347127763924,-0.0008894263677846351
stable_node,0.17840322435994352,591.1584276158012,0.0029027050996034273,-0.0008854821394358237
stable_node,0.17840322435994352,591.5647220677708,0.0028898328237327623,-0.0008815554020049205
stable_node,0.17840322435994352,591.9710165197405,0.002877017630899187,-0.0008776460779282186
stable_node,0.17840322435994352,592.3773109717101,0.0028642592679652083,-0.0008737540899860062
stable_node,0.17840322435994352,592.7836054236797,0.0028515574829157363,-0.0008698793613009585
stable_node,0.17840322435994352,593.1898998756493,0.002838912024853283,-0.000866021815336663
stable_node,0.17840322435994352,593.596194327619,0.0028263226439930113,-0.0008621813758961123
stable_node,0.17840322435994352,594.0024887795886,0.0028137890916576334,-0.0008583579671201522
stable_node,0.17840322435994352,594.4087832315582,0.0028013111202726962,-0.0008545515134860378
stable_node,0.17840322435994352,594.8150776835279,0.002788888483361634,-0.0008507619398059271
stable_node,0.17840322435994352,595.2213721354974,0.0027765209355408273,-0.0008469891712253726
stable_node,0.17840322435994352,595.627666587467,0.0027642082325147793,-0.0008432331332218541
stable_node,0.17840322435994352,596.0339610394367,0.002751950131071455,-0.0008394937516033502
