M,eta,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,discriminant,g,gcrit,R_B,bounded_margin,spectral_gap,invariance_residual,spectral_abscissa
5,0.17099999999999999,-0.05336675878094603,0.0,-0.06552898534594198,0.0,0.00014791975501829327,-0.00812874486558813,0.010151671381816822,0.6250423051144964,-0.2186442336343135,0.05526173254746661,1.6123625587016716e-16,-0.05336675878094589
5,0.172,-0.0534548056500682,0.0,-0.06541018431571921,0.0,0.00014293107903910317,-0.008162844084040513,0.010117548779231609,0.6279169969065912,-0.2114404899916159,0.055435439374443576,1.1689833936086908e-16,-0.05345480565006824
5,0.173,-0.053544594086622224,0.0,-0.06528955211524394,0.0,0.0001379440390940856,-0.008197038497240787,0.010083523684643622,0.6307861518692384,-0.2042176612199963,0.05561120487361772,2.0186126657646142e-16,-0.053544594086622044
5,0.174,-0.053636225557921316,0.0,-0.06516698728274586,0.0,0.00013295846595467867,-0.00823132767052884,0.010049595599240966,0.6336495386933441,-0.1969765242274245,0.055789131644232604,2.3680262405760403e-16,-0.053636225557921226
5,0.175,-0.0537298110132896,0.0,-0.06504237888364373,0.0,0.00012797419182136846,-0.008265711171577404,0.010015764031130208,0.6365069275794123,-0.18971786228683363,0.05596933176014529,1.427464364209332e-16,-0.0537298110132897
5,0.176,-0.053825472189344116,0.0,-0.06491560520516482,0.0,0.0001229910503085963,-0.008300188570376541,0.009982028495298861,0.6393580903105168,-0.18244246470897807,0.056151928075467414,1.775296140037934e-16,-0.053825472189344206
5,0.177,-0.05392334315595936,0.0,-0.06478653221029172,0.0,0.00011800887643016646,-0.008334759439220138,0.009948388513584037,0.6422028003243812,-0.17515112651104603,0.05633705577086587,1.4578921562612853e-16,-0.05392334315595967
5,0.178,-0.05402357215951258,0.0,-0.0646550116944233,0.0,0.0001130275065844625,-0.008369423352691387,0.009914843614636166,0.6450408327847892,-0.16784464808061128,0.056524864197161684,1.8198395636322514e-16,-0.05402357215951262
5,0.179,-0.05412632383642288,0.0,-0.06452087907174209,0.0,0.00010804677854010195,-0.008404179887650047,0.009881393333888043,0.6478719646520135,-0.1605238348358804,0.05671551908922175,1.4236087509094055e-16,-0.05412632383642296
5,0.18,-0.05423178189222483,0.0,-0.06438395069605123,0.0,0.00010306653142138608,-0.008439028623216577,0.009848037213516975,0.6506959747524489,-0.15318949688192074,0.05690920524538613,1.7703513662715295e-16,-0.054231781892225286
5,0.181,-0.05434015237175671,0.0,-0.06424402059049637,0.0,9.808660569416154e-05,-0.008473969140759985,0.0098147748024136,0.6535126438471932,-0.14584244866370322,0.05710612979800764,1.0850348249529702e-16,-0.054340152371756587
