tag,beta,A,r,psi,J11,J12,J21,J22,trace,determinant,discriminant,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,s,g,gcrit,abs_g_over_gcrit,lambda_transverse
locked,0.1,0.17835419383361578,0.8187390917543133,-0.217493094605492,0.009695413773415677,0.06725036499940956,-0.010641687686268497,-0.05588170282560162,-0.04618628905218594,0.00017386114985401899,0.001437728696995995,-0.042051841059583844,0.0,-0.004134447992602097,0.0,0.028304338656570532,0.03894602634283903,0.04331541460203412,0.8991262510277369,-0.1638254142427146
locked,0.1,0.1783556025791175,0.818640274263964,-0.2174791916573787,0.009700183923351497,0.06728336683367991,-0.010773623271263633,-0.055869106890154965,-0.04616892296680347,0.00018294503422041391,0.0013997893110329774,-0.04179134063942998,0.0,-0.004377582327373494,0.0,0.02825487178120814,0.03902849505247177,0.04328014271948578,0.901764472114372,-0.16380818879720876
locked,0.1,0.1783570113246192,0.8185460440655098,-0.21746594999705024,0.009704732648245442,0.06731482744954176,-0.010899391054035035,-0.055857090186442984,-0.04615235753819754,0.00019161250133908436,0.0013635901009772817,-0.041539589213659675,0.0,-0.004612768324537872,0.0,0.028207718197753362,0.0391071092517884,0.04324654343731571,0.9042828893012623,-0.16379176400847945
locked,0.1,0.17835842007012093,0.8184558108208377,-0.2174532845184144,0.009709088443284782,0.06734494517446908,-0.011019784803789956,-0.05584557817492969,-0.04613648973164491,0.00019991714577891534,0.0013289071016425148,-0.04129533392059553,0.0,-0.004841155811049387,0.0,0.028162580185339563,0.03918236498912952,0.04321440155263047,0.9066969246678016,-0.16377603684180345
locked,0.1,0.17835982881562262,0.818369100894706,-0.21744112694004927,0.009713274170493991,0.06737387912939616,-0.011135441369573673,-0.05583451105159743,-0.046121236881103436,0.00020790196686649147,0.0012955606239768898,-0.04105756695951522,0.0,-0.005063669921588222,0.0,0.028119218879911242,0.039254660249484916,0.0431835444040518,0.9090189513439233,-0.16376092463113856
locked,0.1,0.17836123756112435,0.8182855274027047,-0.21742942148709402,0.009717308504498149,0.0674017592911083,-0.011246880954311256,-0.05582383996605225,-0.04610653146155411,0.0002156020880023742,0.0012634038914057818,-0.04082546235503949,0.0,-0.005281069106514616,0.0,0.02807743916839852,0.039324320122709776,0.04315383095351793,0.9112590760497483,-0.16374635985146588
locked,0.1,0.17836264630662604,0.8182047694725386,-0.21741812190140417,0.009721206933565556,0.06742869345942476,-0.011354535000429267,-0.05581352440294837,-0.04609231746938282,0.00022304663950558213,0.001232315171676044,-0.04059833218754365,0.0,-0.00549398528183917,0.0,0.028037079229497747,0.03939161422992701,0.043125144226522874,0.9134256809209774,-0.1637322864991712
locked,0.1,0.17836405505212777,0.818126557475532,-0.21740718931242056,0.009724982472472504,0.0674547722186891,-0.01145876604780105,-0.055803530317242,-0.046078547844769495,0.0002302600994244017,0.0012021921737851047,-0.04037559543089041,0.0,-0.005702952413879095,0.0,0.027998003085444027,0.03945676913324508,0.043097385928620745,0.9155258093517464,-0.1637186575144345
locked,0.1,0.17836546379762946,0.8180506622526496,-0.21739659068391826,0.00972864618255531,0.06748007255730187,-0.011559882220586237,-0.055793828773812906,-0.046065182591257595,0.00023726327168852387,0.0011729479604118064,-0.040156755219831114,0.0,-0.005908427371426481,0.0,0.027960095168357818,0.039519977388944055,0.04307047251802099,0.917565447474685,-0.16370543290079925
locked,0.1,0.1783668725431312,0.8179768870889126,-0.21738629765698397,0.009732207559099452,0.06750466056393001,-0.011658148018536485,-0.05578439493411193,-0.046052187375012474,0.00024407401473780545,0.0011445079030720368,-0.03994138191348717,0.0,-0.006110805461525301,0.0,0.02792325627269676,0.039581404291233246,0.04304433228003505,0.9195497338355045,-0.16369257832443074
locked,0.1,0.17836828128863289,0.8179050616251174,-0.2173762856722899,0.009735674825216445,0.06752859347287811,-0.011753792503367722,-0.05577520728742219,-0.04603953246220575,0.0002507077942650964,0.001116807372278111,-0.03972910024145553,0.0,-0.0063104322207502075,0.0,0.027887400484755194,0.039641192988122916,0.04301890310771689,0.9214831184529187,-0.16368006405150062
locked,0.1,0.1783696900341346,0.8178350371644387,-0.21736653329346348,0.00973905515839078,0.06755192124084787,-0.011847015609548928,-0.05576624705824553,-0.046027191899854755,0.0002571781093186437,0.0010897899569114805,-0.039519579387089485,0.0,-0.006507612512765264,0.0,0.02785245281564947,0.0396994684251984,0.042994130790971856,0.9233694854353169,-0.16366786412902626
locked,0.1,0.1783710987796363,0.8177666830011613,-0.21735702167781493,0.009742354867689219,0.06757468778031091,-0.011937993080725406,-0.05575749774274846,-0.04601514287505924,0.00026349682560929534,0.001063406071374934,-0.03931252521985399,0.0,-0.006702617655205252,0.0,0.02781834734979275,0.03975634043051816,0.04296996767826323,0.9252122488942267,-0.16365595574410738
locked,0.1,0.17837250752513803,0.8176998835136982,-0.21734773415724903,0.009745579534078785,0.06759693193612025,-0.012026880378465776,-0.05574894474171028,-0.04600336520763149,0.00026967443942571063,0.0010376118527238773,-0.03910767413432915,0.0,-0.006895691073302353,0.0,0.027785025778827237,0.03981190615729301,0.042946371616913975,0.9270144288886448,-0.16364431871655624
locked,0.1,0.17837391627063973,0.8176345358342298,-0.21733865590230694,0.009748734122911617,0.0676186882684036,-0.012113815815680495,-0.05574057506627895,-0.045991840943367335,0.0002757202892020068,0.0010123682765519725,-0.03890478809757059,0.0,-0.007087052845796742,0.0,0.027752436226361553,0.03986625204204205,0.04292330510361026,0.9287787123058451,-0.1636329350921687
locked,0.1,0.17837532501614145,0.8175705479618143,-0.21732977365014147,0.009751823075003637,0.067639987686472,-0.012198923093748038,-0.055732377099721814,-0.04598055402471818,0.0002816427268234648,0.000987640441126168,-0.03870365062471687,0.0,-0.007276903400001311,0.0,0.027720532296361983,0.03991945539011002,0.04290073459656053,0.9305075021561628,-0.16362178881339617
locked,0.1,0.17837673376164315,0.8175078372201546,-0.2173210754821803,0.009754850381077047,0.06766085796694005,-0.012282313376204224,-0.05572434040269452,-0.04596949002161747,0.00028744925764030986,0.0009633969822863491,-0.03850406347431051,0.0,-0.007465426547306954,0.0,0.02768927229536791,0.039971585671572135,0.04287862995329279,0.9322029578629898,-0.1636108654501721
locked,0.1,0.17837814250714487,0.8174463289860671,-0.21731255064081545,0.009757819643136285,0.06768132418090396,-0.012364086998445822,-0.05571645555268991,-0.045958635909553625,0.0002931466559047441,0.0009396095910479357,-0.038305843906928656,0.0,-0.007652792002624968,0.0,0.02765861859122907,0.04002270558967489,0.04285696396712881,0.933867028480417,-0.16360015197798486
locked,0.1,0.17837955125264657,0.8173859556318733,-0.21730418937693305,0.009760734125517923,0.06770140904925018,-0.012444334889795572,-0.05570871401049871,-0.04594797988498079,0.00029874106078891225,0.0009162526123549504,-0.038108822385855515,0.0,-0.007839157499125289,0.0,0.027628537079727303,0.040072871969522875,0.04283571198164575,0.9355014803230842,-0.16358963659328865
locked,0.1,0.1783809599981483,0.8173266556407182,-0.21729598282237317,0.009763596797593622,0.06772113323987004,-0.012523139763043423,-0.05570110800850395,-0.045937511210910324,0.00030423805670033266,0.0008933027094511813,-0.037912840634750034,0.0,-0.00802467057616029,0.0,0.02759899673841331,0.04012213650145673,0.04281485156816874,0.9371079200771084,-0.1635793085590948
locked,0.1,0.17838236874365,0.8172683728598596,-0.2172879228822806,0.009766410369813265,0.06774051561852111,-0.012600577118475287,-0.05569363045639722,-0.04592722008658395,0.00030964274107454895,0.0008707385805833249,-0.03771774997572555,0.0,-0.008209470110858402,0.0,0.027569969250022912,0.0401705463684982,0.042794362253566705,0.9386878143078339,-0.16356915807464503
locked,0.1,0.1783837774891517,0.817211055868624,-0.21728000214398654,0.009769177324213412,0.06775957346116811,-0.012676716093713347,-0.055686274861372786,-0.045917097537159376,0.0003149597817527033,0.0008485407192261945,-0.03752340990099522,0.0,-0.00839368763616416,0.0,0.02754142868372738,0.04021814477744073,0.04277422528983701,0.9402425059699773,-0.1635591761650971
locked,0.1,0.1783851862346534,0.8171546574374695,-0.21727221379902456,0.009771899940527727,0.06777832263571307,-0.012751620191064017,-0.05567903525982573,-0.045907135319298006,0.0003201934660938779,0.0008266912088488267,-0.03732968682346392,0.0,-0.008577448495834084,0.0,0.027513351222324525,0.04026497141338854,0.042754423456915,0.9417732285400794,-0.16354935458711234
locked,0.1,0.17838659498015513,0.8170991340651863,-0.2172645515764117,0.009774580318526137,0.06779677775747724,-0.012825347899793393,-0.05567190615891587,-0.04589732584038973,0.00032534774298884723,0.0008051735473435183,-0.03713645298193033,0.0,-0.00876087285845941,0.0,0.02748571492884192,0.040311062828635315,0.04273494089395776,0.943281118105743,-0.1635396857480807
locked,0.1,0.17838800372565683,0.8170444455794161,-0.2172570096850576,0.009777220397297361,0.06781495232340967,-0.012897953233264925,-0.055664882486127124,-0.04588766208882976,0.00033042625912690606,0.0007839724954709995,-0.03694358546610923,0.0,-0.00894407662272053,0.0,0.027458499545072373,0.0403564527783373,0.04271576295371439,0.94476722380135,-0.16353016263639736
locked,0.1,0.17838941247115853,0.8169905547904032,-0.21724958276384787,0.009779821971962128,0.06783285882841233,-0.012969486194507551,-0.05565795954554777,-0.04587813757358564,0.000335432390430946,0.000763073945497066,-0.036750965339195266,0.0,-0.009127172234390371,0.0,0.02743168631695239,0.04040117251145994,0.0426968760763011,0.9462325168534897,-0.16352077876102983
locked,0.1,0.17839082121666025,0.8169374271899906,-0.2172422658382507,0.009782386708202424,0.06785050886646472,-0.013039993180938514,-0.05565113297986394,-0.045868746271661515,0.0003403692693832815,0.0007424648070009361,-0.03655847684030372,0.0,-0.0093102694313578,0.0,0.027405257842763105,0.04044525102370162,0.04267826767946973,0.9476778984437951,-0.16351152809898237
locked,0.1,0.17839222996216195,0.8168850306885229,-0.2172350542823872,0.009784916154960974,0.06786791321901457,-0.013109517338124599,-0.055644398737139146,-0.045859482582178174,0.00034523980891088446,0.0007221329070615655,-0.036366006648895596,0.0,-0.00949347593328257,0.0,0.027379197940444987,0.040488715278569586,0.04265992606269337,0.9491042065817705,-0.1635024050493756
locked,0.1,0.17839363870766367,0.8168333353838855,-0.217227943785736,0.009787411755589556,0.06788508193257053,-0.013178098870327726,-0.055637753041651875,-0.045850341286062316,0.0003500467233532607,0.0007020669026353476,-0.03617344319679593,0.0,-0.009676898089266382,0.0,0.027353491531121404,0.04053159040144913,0.042641840322970116,0.9505122221382118,-0.1634934043931364
locked,0.1,0.17839504745316537,0.8167823133584455,-0.21722093032385914,0.009789874857650524,0.06790202438692249,-0.013245775313534991,-0.055631192368255845,-0.04584131751060532,0.00035479254689624106,0.000682256203523166,-0.03598067601718986,0.0,-0.009860641493415458,0.0,0.027328124536693747,0.04057389985022874,0.04262400028079466,0.951902674149295,-0.163484521257556
locked,0.1,0.1783964561986671,0.8167319384990893,-0.21721401013245842,0.009792306721603444,0.06791874935560145,-0.013312581777438215,-0.055624713419656927,-0.04583240669805348,0.0003594796499112015,0.0006626909040909716,-0.035787595116149006,0.0,-0.010044811581904484,0.0,0.02730308378908162,0.04061566556651983,0.04260639641455409,0.9532762445182003,-0.1634757510848808
locked,0.1,0.1783978649441688,0.8166821863383977,-0.21720717968447864,0.00979470852847142,0.06793526505923868,-0.013378551158981455,-0.0556183131063588,-0.04582360457788738,0.0003641102533719437,0.0006433617230228064,-0.03559409036151567,0.0,-0.010229514216371714,0.0,0.02727835695012861,0.04065690810911007,0.04258901980262426,0.9546335721632377,-0.16346708960459133
locked,0.1,0.1783992736896705,0.8166330339127695,-0.21720043566965444,0.009797081386689452,0.06795157921323072,-0.013443714333130408,-0.05561198852874873,-0.04581490714205928,0.0003686864417359646,0.0006242599494916564,-0.035400050873949235,0.0,-0.010414856268110048,0.0,0.027253932440050158,0.040697646773180565,0.042571862071648786,0.9559752567244086,-0.16345853280863984
locked,0.1,0.1784006824351722,0.8165844596362424,-0.21719377497631998,0.009799426338194922,0.0679676990701307,-0.013508100322527805,-0.05560573696116523,-0.0458063106229703,0.0003732101743987238,0.000605377395293147,-0.03520536441486519,0.0,-0.010600946208105116,0.0,0.027229799373801447,0.04073789969632925,0.042554915350538174,0.9573018618591626,-0.16345007692942748
locked,0.1,0.17840209118067393,0.8165364431874101,-0.21718719467510664,0.00980174436388609,0.06798363145763972,-0.013571736449545124,-0.05559955583761968,-0.04579781147373359,0.00037768329596013267,0.0005867063519431133,-0.03500991675931154,0.0,-0.010787894714422049,0.0,0.027205947504047298,0.04077768395359242,0.042538172229244255,0.9586139181964775,-0.16344171842006738
locked,0.1,0.17840349992617563,0.8164889654081227,-0.21718069200433945,0.009804036388511652,0.06799938281264012,-0.013634648472485855,-0.055593442739005176,-0.04578940635049353,0.0003821075454204989,0.0005682395522486215,-0.034813591045436465,0.0,-0.010975815305057063,0.0,0.027182367170077132,0.04081701564256299,0.04252162572182991,0.9599119259828346,-0.16343345393670394
locked,0.1,0.17840490867167735,0.8164420082122853,-0.21717426435688944,0.009806303285073066,0.0680149592118352,-0.013696860708215075,-0.05558739538158135,-0.04578109209650828,0.0003864845644603799,0.0005499701357074534,-0.03461626708906282,0.0,-0.011164825007445471,0.0,0.027159049251810063,0.04085590996002514,0.0425052692332203,0.9611963574646388,-0.16342528032259532
locked,0.1,0.17840631741717905,0.816395554503823,-0.21716790926834723,0.009808545878784313,0.06803036639931072,-0.013758396142459772,-0.05558141160661542,-0.04577286572783111,0.000390815904887319,0.0005318916173887799,-0.03441782065321458,0.0,-0.01135504507461653,0.0,0.027135985128425473,0.040894381270885245,0.042489096529294716,0.9624676590308299,-0.16341719459379478
locked,0.1,0.17840772616268077,0.8163495881023449,-0.21716162440630662,0.009810764950659924,0.06804560981150838,-0.013819276529760338,-0.0555754893709966,-0.045764724420336675,0.00039510303538466086,0.0005139978597307167,-0.03421812265809061,0.0,-0.011546601762246055,0.0,0.02711316664087402,0.04093244317063436,0.042473101709786756,0.9637262531547727,-0.16340919392617698
locked,0.1,0.17840913490818247,0.81630409367592,-0.21715540756067364,0.009812961240759999,0.06806069459981128,-0.01387952248385993,-0.055569626738747484,-0.045756665497987487,0.00039934734761437526,0.0004962830470372174,-0.0340170383182825,0.0,-0.011739627179704983,0.0,0.027090586057975673,0.0409701085418356,0.04245727918377595,0.9649725401502262,-0.16340127564370438
locked,0.1,0.1784105436536842,0.8162590566800861,-0.21714925663487383,0.009815135451134068,0.06807562565103432,-0.013939153559708206,-0.05556382187332306,-0.04574868642218899,0.00040355016175362647,0.0004787416623412734,-0.0338144261899991,0.0,-0.011934260232189887,0.0,0.02706823604566306,0.041007389605371265,0.04244162364745285,0.9662068997643622,-0.16339343720778252
locked,0.1,0.1784119523991859,0.816214463302301,-0.21714316963784433,0.009817288248502459,0.0680904076060869,-0.013998188328155248,-0.05555807303059681,-0.045740784782094354,0.0004077127315381393,0.00046136846632931715,-0.03361013710786094,0.0,-0.012130647674233414,0.0,0.027046109638965823,0.04104429796712107,0.04242613006386686,0.9674296926289145,-0.1633856762075645
locked,0.1,0.17841336114468762,0.8161703004116092,-0.21713714467677797,0.009819420266685858,0.06810504487688328,-0.01405664444362209,-0.05555237855250493,-0.045732958285819074,0.0004118362488302026,0.0004441584782516571,-0.0334040129892568,0.0,-0.012328945296562269,0.0,0.027024200216630594,0.041080844660252684,0.04241079364457503,0.9686412615743997,-0.16337799035116587
locked,0.1,0.1784147698901893,0.8161265555121185,-0.21713117995041595,0.009821532108850877,0.06811954166197247,-0.014114538706662016,-0.055546736861172334,-0.04572520475232146,0.00041592184784409157,0.00042710695826535467,-0.03319588547333457,0.0,-0.012529319278986893,0.0,0.027002501477655226,0.04111704018431724,0.04239560983268312,0.9698419328460699,-0.16337037745754482
locked,0.1,0.17841617863569104,0.8160832167011464,-0.21712527374301493,0.009823624349530442,0.0681339019606001,-0.014171887120229765,-0.05554114645362764,-0.0457175221040972,0.0004199706089437333,0.0004102093915636829,-0.03298557436576782,0.0,-0.012731947738329377,0.0,0.026981007420185166,0.04115289454041493,0.04238057428758409,0.9710320171964063,-0.16336283544919722
locked,0.1,0.17841758738119273,0.8160402726303028,-0.217119424418736,0.009825697536502104,0.06814812958578288,-0.01422870494201145,-0.055535605896889335,-0.04570990836038723,0.00042398356217684843,0.0003934614736076044,-0.03277288583966281,0.0,-0.012937022520724421,0.0,0.026959712321885716,0.041188417263897166,0.04236568287077176,0.9722118109021017,-0.16335536234536385
locked,0.1,0.17841899612669446,0.8159977124700829,-0.21711363041654086,0.009827752192497305,0.06816222817620449,-0.01428500673203148,-0.05553011382349494,-0.04570236163099763,0.0004279616904888694,0.00037685909669500704,-0.03255761034307237,0.0,-0.013144751287925256,0.0,0.026938610722086503,0.04122361745411798,0.0423509316329312,0.9733815966887339,-0.16334795625585088
locked,0.1,0.17842040487219615,0.8159555258773669,-0.2171078902455064,0.009829788816770045,0.0681762012071348,-0.014340806396349826,-0.0555246689273972,-0.045694880110627153,0.00043190593267272324,0.00036039833763369623,-0.032339520143915015,0.0,-0.013355359966712138,0.0,0.026917697405392488,0.04125850380174231,0.042336316802088596,0.9745416445794096,-0.16334061537535707
locked,0.1,0.17842181361769788,0.8159137029651191,-0.2171022024804564,0.009831807886559428,0.06819005200060937,-0.01439611722780576,-0.05551926996013828,-0.04568746207357885,0.0004358171861208338,0.00034407544624137035,-0.032118366423711256,0.0,-0.0135690956498676,0.0,0.026896967386401807,0.04129308461420757,0.04232183477256685,0.9756922126867211,-0.16333333797818536
locked,0.1,0.17842322236319957,0.8158722342749785,-0.21709656575801062,0.009833809858412864,0.06820378373463891,-0.014450951942869827,-0.05551391572738858,-0.04568010586897571,0.00043969630931205877,0.00032788683495259393,-0.03189387581425243,0.0,-0.013786230054723278,0.0,0.02687641589588454,0.04132736783875437,0.0423074820949895,0.9768335479281285,-0.16332612241345884
locked,0.1,0.17842463110870127,0.8158311107515401,-0.2170909787728767,0.009835795169427322,0.06821739945184943,-0.014505322716224844,-0.055508605085699526,-0.045672809916272206,0.0004435441241471235,0.00031182906905943874,-0.03166574622829095,0.0,-0.014007063687981249,0.0,0.026856038367812293,0.04136136108403714,0.04229325546690585,0.9779658866979887,-0.16331896710063193
locked,0.1,0.178426039854203,0.8157903237187029,-0.217085440274441,0.009837764238391104,0.06823090206742873,-0.014559241212567575,-0.055503336939516854,-0.04566557270112575,0.00044736141809581986,0.00029589885773852187,-0.031433641798402384,0.0,-0.014231930902723372,0.0,0.026835830427430575,0.04139507163999815,0.0422791517241679,0.9790894554853524,-0.16331187052536214
locked,0.1,0.1784274485997047,0.8157498648578795,-0.21707994906362685,0.009839717466835554,0.06824429437644727,-0.01461271861590785,-0.05549811023842953,-0.045658392771593975,0.0004511489461747663,0.0002800930457860797,-0.03119718667298781,0.0,-0.014461206098606169,0.0,0.026815787880269712,0.04142850649617756,0.042265167832984486,0.9802044714429365,-0.16330483123570697
locked,0.1,0.17842885734520642,0.8157097261877279,-0.2170745039899731,0.009841655240013505,0.06825757906066807,-0.014665765656817431,-0.055492923974610045,-0.04565126873459654,0.0004549074327870544,0.0002644086059301336,-0.030955957330288945,0.0,-0.014695311404307597,0.0,0.026795906701925318,0.04146167235874275,0.04225130088253219,0.9813111429164091,-0.16329784783858614
locked,0.1,0.1784302660907081,0.8156699000451821,-0.21706910394889933,0.009843577927814824,0.0682707586949191,-0.01471839263793917,-0.055487777180419605,-0.04564419925260478,0.00045863757344513303,0.0002488426316309548,-0.030709472947487233,0.0,-0.014934726305117545,0.0,0.026776183028489962,0.04149457566642913,0.04223754807804013,0.9824096699401621,-0.16329091899647102
locked,0.1,0.17843167483620984,0.8156303790679926,-0.21706374787918886,0.009845485885609184,0.0682838357529598,-0.014770609457461892,-0.055482668926203384,-0.0456371830405942,0.0004623400363555798,0.00023339233045837965,-0.03045718318464169,0.0,-0.015179999855952517,0.0,0.026756613147748957,0.04152722260521085,0.042223906734423916,0.983500244693249,-0.16328404342433706
locked,0.1,0.17843308358171153,0.8155911561786195,-0.21705843476066702,0.009847379455023597,0.06829681261289242,-0.014822425630772962,-0.05547759831825661,-0.04563021886323301,0.0004660154638801829,0.0002180550179858142,-0.0301984524750118,0.0,-0.015431766388221212,0.0,0.026737193491059727,0.04155961912183269,0.042210374270411945,0.9845830519196459,-0.1632772198868525
locked,0.1,0.17843449232721326,0.8155522245688002,-0.2170531636119762,0.009849258964687215,0.06830969156234654,-0.014873850311213577,-0.055472564496876334,-0.045623305532189115,0.0004696644739384625,0.00020282811192962806,-0.029932539507393507,0.0,-0.015690766024795612,0.0,0.02671792062556648,0.041591770936780056,0.0421969482029209,0.9856582693319288,-0.1632704471956852
locked,0.1,0.17843590107271495,0.8155135776856326,-0.21704793348857,0.009851124730903188,0.06832247480315504,-0.014924892308785243,-0.05546756663460373,-0.04561644190370054,0.00047328766126961667,0.00018770912687521963,-0.02965856997352827,0.0,-0.01595787193017227,0.0,0.026698791247184897,0.04162368355597014,0.04218362614198006,0.9867260679742114,-0.16326372420707325
locked,0.1,0.17843730981821668,0.8154752092181916,-0.21704274348078337,0.009852977058294587,0.0683351644558504,-0.014975560108149821,-0.055462603934534546,-0.045609626876239956,0.0004768855986486432,0.0001726956691952572,-0.029375499650291036,0.0,-0.01623412722594892,0.0,0.02667980217385029,0.04165536228200011,0.042170405785852856,0.9877866125721387,-0.1632570498194893
locked,0.1,0.17843871856371837,0.8154371130854621,-0.21703759271209355,0.009854816240386957,0.06834776256371933,-0.015025861884847447,-0.05545767562879508,-0.04560285938840813,0.00048045883798003184,0.00015778543247879596,-0.029082063270500266,0.0,-0.016520796117907854,0.0,0.02666095033943594,0.04168681222428339,0.04215728491663525,0.9888400618473839,-0.16325042297153408
locked,0.1,0.1784401273092201,0.8153992834243736,-0.21703248033739495,0.009856642560185766,0.06836027109682186,-0.015075805521393204,-0.05545278097703174,-0.045596138416845976,0.0004840079113865324,0.00014297619298204783,-0.028776701848543293,0.0,-0.016819436568302676,0.0,0.026642232787714326,0.04171803830910753,0.042144261395896776,0.9898865688311542,-0.16324384263984856
locked,0.1,0.1784415360547218,0.8153617145794092,-0.21702740554150113,0.009858456290678082,0.06837269195548352,-0.01512539862124107,-0.05544791926509862,-0.04558946297442054,0.00048753333214998873,0.00012826580569610664,-0.028457456222178955,0.0,-0.017132006752241587,0.0,0.026623646667121227,0.0417490452883623,0.042131333160888136,0.9909262811346135,-0.16323730783729973
locked,0.1,0.17844294480022352,0.8153244010922539,-0.2170223675376529,0.009860257695332175,0.06838502697377251,-0.015174648522705447,-0.055443089803750616,-0.045582832108418445,0.0004910355956523042,0.00011365220041504665,-0.028121805355541853,0.0,-0.017461026752876592,0.0,0.02660518922553353,0.04177983774823898,0.04211849822076917,0.9919593412197399,-0.16323081761117428
locked,0.1,0.17844435354572522,0.8152873376923472,-0.21701736556615583,0.009862047028553554,0.06839727792267417,-0.015223562311663219,-0.05543829192745039,-0.045576244898896834,0.0004945151802327806,9.913337815309732e-05,-0.02776640975918399,0.0,-0.01780983513971285,0.0,0.026586857805505473,0.04181042011716869,0.04210575465316373,0.9929858866459518,-0.1632243710415293
locked,0.1,0.17844576229122694,0.8152505192879584,-0.21701239889309432,0.00986382453611574,0.06840944651308915,-0.015272146833553712,-0.05543352499324163,-0.04556970045712589,0.0004979725479983144,8.470740775892195e-05,-0.027386681596587005,0.0,-0.018183018860538892,0.0,0.02656864983976772,0.04184079667332143,0.04209310060090556,0.994006050303201,-0.16321796723963497
locked,0.1,0.17844717103672864,0.8152139409578931,-0.2170074668091355,0.009865590455560663,0.06842153439862039,-0.015320408704527888,-0.055428788379701624,-0.04556319792414096,0.0005014081455757025,7.037242277163278e-05,-0.02697601259128122,0.0,-0.01858718533285974,0.0,0.026550562847046252,0.04187097155157414,0.04208053426901374,0.9950199606283537,-0.16321160534652665
locked,0.1,0.17844857978223036,0.8151775979434034,-0.21700256862836342,0.009867345016588994,0.0684335431782902,-0.015368354322328637,-0.055424081485919915,-0.04555673646933092,0.0005048224048472256,5.612661834716393e-05,-0.026524253255163433,0.0,-0.019032483214167485,0.0,0.026532594427980782,0.04190094875030942,0.042068053921745036,0.9960277418169505,-0.16320528453159322
locked,0.1,0.17844998852773206,0.8151414856410026,-0.21699770368724308,0.009869088441407159,0.06844547439895522,-0.015415989875947722,-0.05541940373059107,-0.045550315289183914,0.0005082157436014793,4.196824853814436e-05,-0.026014302922984955,0.0,-0.019536012366198965,0.0,0.02651474226150375,0.04193073213745147,0.04205565787997188,0.9970295140102919,-0.16319900399132284
locked,0.1,0.17845139727323378,0.8151055995952854,-0.21699287134358547,0.009870820945073766,0.06845732955771817,-0.01546332135528361,-0.055414754551107864,-0.0455439336060341,0.000511588566186354,2.7895623565426294e-05,-0.025412782186824988,0.0,-0.020131151419209105,0.0,0.026497004101217282,0.04196032545650089,0.042043344518566,0.9980253934834217,-0.16319276294804966
locked,0.1,0.17845280601873548,0.8150699354924703,-0.2169880709756165,0.009872542735811349,0.06846911010409755,-0.015510354559820194,-0.05541013340274618,-0.04553759066693483,0.0005149412640943009,1.39071073721065e-05,-0.024633407047210162,0.0,-0.020904183619724667,0.0,0.026479377772138678,0.04198973233195887,0.042031112264042915,0.9990154928134166,-0.163186560648827
locked,0.1,0.1784542147642372,0.8150344891541428,-0.21698330198107538,0.009874254015308417,0.06848081744212998,-0.015557095107040397,-0.05540553975787469,-0.04553128574256628,0.0005182742165305627,1.1152489682621225e-09,-0.02278234054303116,0.0,-0.022748945199535117,0.0,0.026461861167544794,0.04201895627458519,0.04201895959228101,0.9999999210428852,-0.16318039636433507
EP,0.1,0.17845421487754945,0.8150344863116853,-0.21698330159873017,0.009874254152536758,0.06848081838089552,-0.015557098854966256,-0.05540553938947971,-0.04553128523694295,0.0005182744838304732,5.966147714753234e-15,-0.022765681241163932,0.0,-0.022765603995779024,0.0,0.026461859762964633,0.04201895861793089,0.04201895861794864,0.9999999999995776,-0.1631803958700241
locked,0.1,0.17845421601067207,0.8150344578870163,-0.21698329777526446,0.009874255524824661,0.06848082776858186,-0.015557136334353294,-0.055405535705518316,-0.045531280180693655,0.000518277156839111,-1.1152463617099956e-08,-0.022765640090346824,-5.2802612661727e-05,-0.022765640090346824,5.2802612661727e-05,0.026461845717114282,0.04201898205146758,0.04201894887459288,1.000000789569363,-0.16318039092689832
locked,0.1,0.17845421621739133,0.8150344527014429,-0.2169832970777417,0.0098742557751741,0.0684808294811975,-0.015557143171797128,-0.055405535033445225,-0.04553127925827112,0.0005182776444818077,-1.3187032560976059e-08,-0.02276563962913556,-5.7417402765021844e-05,-0.02276563962913556,5.7417402765021844e-05,0.02646184315470019,0.042018986326497317,0.04201894709709215,1.000000933612284,-0.16318039002511328
locked,0.1,0.17845421646182308,0.8150344465698403,-0.21698329625296636,0.009874256071195981,0.0684808315062539,-0.01555715125662993,-0.05540553423876262,-0.045531278167566636,0.0005182782210876218,-1.559277815720017e-08,-0.022765639083783318,-6.243552305636551e-05,-0.022765639083783318,6.243552305636551e-05,0.026461840124811987,0.04201899138144192,0.04201894499531314,1.0000011039336847,-0.1631803889588112
locked,0.1,0.1784542167508473,0.8150344393196371,-0.21698329527772575,0.009874256421221729,0.06848083390074534,-0.015557160816393911,-0.055405533299104415,-0.045531276877882686,0.0005182789028847593,-1.8437408622843515e-08,-0.022765638438941343,-6.789220982928088e-05,-0.022765638438941343,6.789220982928088e-05,0.026461836542175717,0.04201899735856963,0.04201894251010282,1.000001305327158,-0.16318038769798154
locked,0.1,0.17845421709259918,0.8150344307467549,-0.21698329412456868,0.009874256835103864,0.06848083673207195,-0.015557172120178708,-0.05540553218802124,-0.04553127535291737,0.0005182797090645638,-2.1800995073876367e-08,-0.022765637676458682,-7.382580015580234e-05,-0.022765637676458682,7.382580015580234e-05,0.02646183230594662,0.04201900442612533,0.04201893957150717,1.0000015434615632,-0.1631803862071345
