A,r,psi,discriminant,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,g_declared_metric,gcrit_declared_metric,R_B_declared_metric,bounded_margin,lambda_transverse
0.1789914869667513,0.806946317909076,-0.21594635522405792,-0.003247928674948431,-0.022037431853553075,0.028495300818505306,-0.022037431853553075,-0.028495300818505306,0.06481637312162662,0.058216664761087215,0.7439676399841872,0.10697569868728252,-0.16177761204852129
0.17899565725104968,0.8069010608132305,-0.21594082666355244,-0.0032665191455519757,-0.02203330979655087,0.028576735054725792,-0.02203330979655087,-0.028576735054725792,0.06484790722610842,0.05821186550195734,0.744156566931569,0.10753799221475724,-0.16176978426824676
0.17899982753534807,0.8068559384722913,-0.21593531745408118,-0.003285058852842436,-0.022029199513460208,0.02865771646887814,-0.022029199513460208,-0.02865771646887814,0.064879343316209,0.058207082695595595,0.744344751290938,0.10809821754873683,-0.16176198003579534
0.17900399781964646,0.806810949608498,-0.21592982741168093,-0.0033035482805229242,-0.022025100892733365,0.028738250992896768,-0.022025100892733365,-0.028738250992896768,0.06491068232157583,0.05820231618519838,0.7445322001829311,0.1086563942184724,-0.16175419912807157
0.17900816810394485,0.8067660929640962,-0.21592435635527027,-0.0033219879047197767,-0.02202101382456901,0.028818344438567994,-0.02202101382456901,-0.028818344438567994,0.06494192515730073,0.058197565816419716,0.7447189206164208,0.1092125414481735,-0.16174644132547275
0.17901233838824324,0.8067213673009935,-0.21591890410660033,-0.0033403781941069785,-0.022016938200881894,0.02889800250063565,-0.022016938200881894,-0.02889800250063565,0.06497307272416887,0.05819283143732905,0.7449049194905398,0.10976667816241514,-0.16173870641182841
0.17901650867254162,0.8066767714002883,-0.2159134704901864,-0.0033587196100880942,-0.022012873915261952,0.02897723076006441,-0.022012873915261952,-0.02897723076006441,0.06500412590900294,0.05818811289835307,0.74509020359727,0.11031882299324236,-0.16173099417431847
0.17902067895684,0.806632304061837,-0.21590805533324595,-0.0033770126069608934,-0.022008820862936453,0.029056034687138983,-0.022008820862936453,-0.029056034687138983,0.06503508558497717,0.058183410052222634,0.745274779623833,0.11086899428670582,-0.16172330440339733
0.1790248492411384,0.8065879641039203,-0.21590265846565046,-0.0033952576320398064,-0.0220047789407408,0.029134419644296184,-0.0220047789407408,-0.029134419644296184,0.06506595261186018,0.05817872275393199,0.7454586541546354,0.11141721010808059,-0.16171563689273594
0.17902901952543676,0.8065437503627753,-0.21589727971985792,-0.003413455125838169,-0.02200074804707781,0.029212390889133702,-0.02200074804707781,-0.029212390889133702,0.0650967278363561,0.05817405086068081,0.7456418336737983,0.11196348824884872,-0.16170799143913983
0.17903318980973515,0.8064996616922517,-0.21589191893086346,-0.0034316055221956052,-0.02199672808188763,0.029289953577103914,-0.02199672808188763,-0.029289953577103914,0.06512741209235363,0.058169394231832504,0.7458243245671141,0.11250784623198395,-0.16170036784248934
0.17903736009403354,0.8064556969634297,-0.21588657593614408,-0.0034497092484244776,-0.021992718946614427,0.029367112764215005,-0.021992718946614427,-0.029367112764215005,0.06515800620120549,0.05816475272886676,0.7460061331241784,0.11305030131777882,-0.16169276590567289
0.17904153037833193,0.8064118550642997,-0.2158812505756126,-0.003467766725428048,-0.02198872054417838,0.029443873409539908,-0.02198872054417838,-0.029443873409539908,0.06518851097195992,0.05816012621534041,0.746187265540217,0.11359087050877248,-0.1616851854345307
0.1790457006626303,0.8063681348993347,-0.21587594269155613,-0.003485778367867641,-0.021984732778938487,0.029520240377864663,-0.021984732778938487,-0.029520240377864663,0.06521892720167316,0.058155514556834875,0.7463677279183922,0.11412957055612627,-0.16167762623778076
0.1790498709469287,0.8063245353892446,-0.21587065212860068,-0.0035037445842493603,-0.021980755556670846,0.02959621844192835,-0.021980755556670846,-0.02959621844192835,0.06524925567558672,0.0581509176209262,0.7465475262712807,0.11466641796353727,-0.16167008812697542
0.1790540412312271,0.8062810554705087,-0.21586537873364348,-0.00352166577711064,-0.021976788784528252,0.029671812285023327,-0.021976788784528252,-0.029671812285023327,0.06527949716746986,0.05814633527712684,0.7467266665233401,0.115201428994119,-0.1616625709164201
0.17905821151552548,0.8062376940952055,-0.21586012235582894,-0.003539542343073958,-0.021972832371024986,0.029747026502971504,-0.021972832371024986,-0.029747026502971504,0.06530965243974073,0.05814176739686575,0.7469051545120249,0.1157346196732636,-0.16165507442314342
0.17906238179982387,0.8061944502306,-0.21585488284648885,-0.0035573746730101705,-0.021968886226000912,0.029821865606506622,-0.021968886226000912,-0.029821865606506622,0.06533972224376848,0.05813721385343703,0.7470829959899885,0.11626600579475443,-0.1616475984668252
0.17906655208412225,0.8061513228588726,-0.21584966005910342,-0.0035751631521386846,-0.02196495026059791,0.029896334023332544,-0.02196495026059791,-0.029896334023332544,0.06536970732006979,0.05813267452196668,0.7472601966266372,0.11679560292496105,-0.16164014286974906
0.17907072236842064,0.8061083109767624,-0.21584445384924997,-0.0035929081601660945,-0.021961024387228623,0.029970436100289294,-0.021961024387228623,-0.029970436100289294,0.06539960839856872,0.05812814927936908,0.7474367620100535,0.11732342640814664,-0.16163270745674044
0.17907489265271903,0.8060654135953874,-0.2158392640745768,-0.003610610071348018,-0.021957108519560814,0.030044176105145638,-0.021957108519560814,-0.030044176105145638,0.06542942619872752,0.058123638004324255,0.7476126976481394,0.11784949136945677,-0.1616252920551347
0.17907906293701742,0.8060226297398523,-0.21583409059474687,-0.00362826925464336,-0.02195320257248313,0.030117558228728327,-0.02195320257248313,-0.030117558228728327,0.06545916142983145,0.0581191405772306,0.747788008970669,0.11837381272063463,-0.16161789649470923
0.1790832332213158,0.8059799584490233,-0.21582893327140548,-0.003645886073797417,-0.021949306462085403,0.030190586586705384,-0.021949306462085403,-0.030190586586705384,0.06548881479115334,0.05811465688017637,0.7479627013306176,0.11889640516358924,-0.16161052060764367
0.1790874035056142,0.8059373987752558,-0.2158237919681407,-0.0036634608874446303,-0.021945420105634987,0.030263265221405933,-0.021945420105634987,-0.030263265221405933,0.06551838697215125,0.05811018679690679,0.7481367800056741,0.11941728319451683,-0.16160316422847276
0.17909157378991258,0.8058949497841147,-0.2158186665504432,-0.003680994049216282,-0.021941543421552214,0.030335598103615347,-0.021941543421552214,-0.030335598103615347,0.06554787865267271,0.058105730212789135,0.7483102501997909,0.11993646110814726,-0.1615958271940371
0.17909574407421097,0.8058526105541048,-0.21581355688566767,-0.003698485907842523,-0.021937676329387,0.030407589134303793,-0.021937676329387,-0.030407589134303793,0.06557729050314971,0.05810128701478014,0.7484831170446647,0.12045395300179451,-0.16158850934343655
0.17909991435850936,0.8058103801764962,-0.2158084628430072,-0.003715936807214538,-0.02193381874980341,0.030479242146149797,-0.02193381874980341,-0.030479242146149797,0.06560662318472654,0.058096857091404386,0.7486553856008104,0.12096977277819598,-0.16158121051799926
0.17910408464280775,0.805768257755,-0.21580338429344706,-0.0037333470865122034,-0.021929970604551596,0.030550560905293546,-0.021929970604551596,-0.030550560905293546,0.06563587734949551,0.05809244033271427,0.748827060859273,0.1214839341502747,-0.16157393056122554
0.17910825492710614,0.8057262424055225,-0.2157983211097287,-0.0037507170802979443,-0.021926131816446176,0.03062154911291205,-0.021926131816446176,-0.03062154911291205,0.06566505364067633,0.05808803663025989,0.7489981477429936,0.12199645064487052,-0.16156666931874464
