M,eta,Re_lambda,abs_Im_lambda,g,s,D,cond_eigenvectors,max_Re_full
4.000000000000000000e+00,6.199999999999999956e-01,-3.424967392492037771e-02,3.569000557454404809e-02,-3.569000557454404809e-02,-4.510281037539698445e-17,-5.095105991643939652e-03,1.000000000000001554e+00,-3.424967392492037771e-02
4.000000000000000000e+00,6.250000000000000000e-01,-3.414763454088338979e-02,3.597423421387193482e-02,-3.597423421387194176e-02,-2.428612866367529932e-17,-5.176582109098057730e-03,1.000000000000000888e+00,-3.414763454088338979e-02
4.000000000000000000e+00,6.300000000000000044e-01,-3.404485285593222138e-02,3.625838431498659004e-02,-3.625838431498659004e-02,-4.857225732735059864e-17,-5.258681732533062279e-03,1.000000000000001554e+00,-3.404485285593222138e-02
4.000000000000000000e+00,6.350000000000000089e-01,-3.394133051010890523e-02,3.654245535732648237e-02,-3.654245535732647543e-02,-9.367506770274758310e-17,-5.341404174168794955e-03,1.000000000000002442e+00,-3.394133051010890523e-02
4.000000000000000000e+00,6.400000000000000133e-01,-3.383706918152960125e-02,3.682644714383622592e-02,-3.682644714383622592e-02,2.081668171172168513e-17,-5.424748836951053671e-03,1.000000000000000666e+00,-3.383706918152960125e-02
4.000000000000000000e+00,6.450000000000000178e-01,-3.373207060407906743e-02,3.711035929543671230e-02,-3.711035929543671230e-02,-5.204170427930421283e-17,-5.508715068145625393e-03,1.000000000000001332e+00,-3.373207060407906743e-02
4.000000000000000000e+00,6.500000000000000222e-01,-3.362633643753430018e-02,3.739419140497841215e-02,-3.739419140497841909e-02,-1.214306433183764966e-16,-5.593302203328646104e-03,1.000000000000003553e+00,-3.362633643753430018e-02
4.000000000000000000e+00,6.550000000000000266e-01,-3.351986834139942389e-02,3.767794320994333895e-02,-3.767794320994333201e-02,-7.285838599102589797e-17,-5.678509618126860448e-03,1.000000000000001998e+00,-3.351986834139942389e-02
4.000000000000000000e+00,6.600000000000000311e-01,-3.341266808158198376e-02,3.796161450393858994e-02,-3.796161450393858994e-02,-1.283695372222837250e-16,-5.764336702982562032e-03,1.000000000000003553e+00,-3.341266808158198376e-02
4.000000000000000000e+00,6.650000000000000355e-01,-3.330473735155199677e-02,3.824520483243724206e-02,-3.824520483243724206e-02,-8.326672684688674053e-17,-5.850782770700323557e-03,1.000000000000002220e+00,-3.330473735155199677e-02
4.000000000000000000e+00,6.700000000000000400e-01,-3.319607782846820815e-02,3.852871396640299845e-02,-3.852871396640300539e-02,-1.561251128379126385e-16,-5.937847199619591260e-03,1.000000000000003997e+00,-3.319607782846820815e-02
4.000000000000000000e+00,6.750000000000000444e-01,-3.308669122527449491e-02,3.881214153777769182e-02,-3.881214153777769182e-02,-8.326672684688674053e-17,-6.025529322993953586e-03,1.000000000000002220e+00,-3.308669122527449491e-02
4.000000000000000000e+00,6.800000000000000488e-01,-3.297657932748286613e-02,3.909548738989796629e-02,-3.909548738989797323e-02,9.714451465470119729e-17,-6.113828537014686162e-03,1.000000000000002665e+00,-3.297657932748286613e-02
4.000000000000000000e+00,6.850000000000000533e-01,-3.286574385529150710e-02,3.937875113849623188e-02,-3.937875113849623188e-02,1.318389841742373392e-16,-6.202744164910472917e-03,1.000000000000003109e+00,-3.286574385529150710e-02
4.000000000000000000e+00,6.900000000000000577e-01,-3.275418649781399599e-02,3.966193243750244790e-02,-3.966193243750244790e-02,-1.561251128379126385e-16,-6.292275538708034729e-03,1.000000000000003997e+00,-3.275418649781399599e-02
4.000000000000000000e+00,6.950000000000000622e-01,-3.264190902249271276e-02,3.994503116931081427e-02,-3.994503116931080733e-02,-1.283695372222837250e-16,-6.382422060468849120e-03,1.000000000000003331e+00,-3.264190902249271276e-02
4.000000000000000000e+00,7.000000000000000666e-01,-3.252891315424717711e-02,4.022804688911003207e-02,-4.022804688911003901e-02,-8.673617379884035472e-17,-6.473183026049742633e-03,1.000000000000002220e+00,-3.252891315424717711e-02
4.000000000000000000e+00,7.049999999999999600e-01,-3.241520070285577870e-02,4.051097951284050869e-02,-4.051097951284050869e-02,-9.367506770274758310e-17,-6.564557844359132470e-03,1.000000000000002220e+00,-3.241520070285577870e-02
4.000000000000000000e+00,7.099999999999999645e-01,-3.230077337014759797e-02,4.079382859325414445e-02,-4.079382859325414445e-02,6.591949208711866959e-17,-6.656545805183196850e-03,1.000000000000001554e+00,-3.230077337014759797e-02
4.000000000000000000e+00,7.149999999999999689e-01,-3.218563298771220244e-02,4.107659405248806350e-02,-4.107659405248806350e-02,3.816391647148975608e-17,-6.749146315811589691e-03,1.000000000000001110e+00,-3.218563298771220244e-02
4.000000000000000000e+00,7.199999999999999734e-01,-3.206978125016467229e-02,4.135927555194207628e-02,-4.135927555194207628e-02,1.075528555105620399e-16,-6.842358696725892898e-03,1.000000000000002665e+00,-3.206978125016467229e-02
4.000000000000000000e+00,7.249999999999999778e-01,-3.195321992452943016e-02,4.164187273375770382e-02,-4.164187273375770382e-02,-1.006139616066548115e-16,-6.936182259097892384e-03,1.000000000000002665e+00,-3.195321992452943016e-02
4.000000000000000000e+00,7.299999999999999822e-01,-3.183595085601487878e-02,4.192438552569499599e-02,-4.192438552569499599e-02,2.775557561562891351e-17,-7.030616406828416390e-03,1.000000000000000444e+00,-3.183595085601487878e-02
4.000000000000000000e+00,7.349999999999999867e-01,-3.171797578020935093e-02,4.220681368979116443e-02,-4.220681368979116443e-02,-1.283695372222837250e-16,-7.125660487378972924e-03,1.000000000000003331e+00,-3.171797578020935093e-02
4.000000000000000000e+00,7.399999999999999911e-01,-3.159929648149011061e-02,4.248915695185419283e-02,-4.248915695185419283e-02,-1.353084311261909534e-16,-7.221313833917196619e-03,1.000000000000003331e+00,-3.159929648149011061e-02
4.000000000000000000e+00,7.449999999999999956e-01,-3.147991475014087770e-02,4.277141498883312715e-02,-4.277141498883313409e-02,-1.214306433183764966e-16,-7.317575760587917942e-03,1.000000000000002887e+00,-3.147991475014087770e-02
4.000000000000000000e+00,7.500000000000000000e-01,-3.135983240586839860e-02,4.305358777269407966e-02,-4.305358777269407966e-02,-5.551115123125782702e-17,-7.414445680404292346e-03,1.000000000000001554e+00,-3.135983240586839860e-02
4.000000000000000000e+00,7.550000000000000044e-01,-3.123905124379521697e-02,4.333567487335322072e-02,-4.333567487335322072e-02,1.387778780781445676e-17,-7.511922866915910456e-03,1.000000000000000222e+00,-3.123905124379521697e-02
4.000000000000000000e+00,7.600000000000000089e-01,-3.111757304459370627e-02,4.361767628947533365e-02,-4.361767628947533365e-02,2.081668171172168513e-17,-7.610006739573835222e-03,1.000000000000000444e+00,-3.111757304459370627e-02
4.000000000000000000e+00,7.650000000000000133e-01,-3.099539958272892748e-02,4.389959164141250814e-02,-4.389959164141250814e-02,1.734723475976807094e-17,-7.708696585131098213e-03,1.000000000000000222e+00,-3.099539958272892748e-02
4.000000000000000000e+00,7.700000000000000178e-01,-3.087253275016901832e-02,4.418142089018066432e-02,-4.418142089018066432e-02,-2.428612866367529932e-17,-7.807991807501171201e-03,1.000000000000000888e+00,-3.087253275016901832e-02
4.000000000000000000e+00,7.750000000000000222e-01,-3.074897431313439872e-02,4.446316373098598007e-02,-4.446316373098598007e-02,1.526556658859590243e-16,-7.907891715873869090e-03,1.000000000000003331e+00,-3.074897431313439872e-02
4.000000000000000000e+00,7.800000000000000266e-01,-3.062472606275254416e-02,4.474481989403485821e-02,-4.474481989403486515e-02,1.144917494144692682e-16,-8.008395629398472326e-03,1.000000000000002665e+00,-3.062472606275254416e-02
4.000000000000000000e+00,7.850000000000000311e-01,-3.049978987270460240e-02,4.502638940170612669e-02,-4.502638940170612669e-02,3.122502256758252770e-17,-8.109502970216293793e-03,1.000000000000000444e+00,-3.049978987270460240e-02
4.000000000000000000e+00,7.900000000000000355e-01,-3.037416757344415033e-02,4.530787205356449909e-02,-4.530787205356449909e-02,-7.285838599102589797e-17,-8.211213080088685876e-03,1.000000000000001776e+00,-3.037416757344415033e-02
4.000000000000000000e+00,7.950000000000000400e-01,-3.024786092491626999e-02,4.558926745079533438e-02,-4.558926745079533438e-02,1.179611963664228824e-16,-8.313525226800587420e-03,1.000000000000002665e+00,-3.024786092491626999e-02
4.000000000000000000e+00,8.000000000000000444e-01,-3.012087176955602699e-02,4.587057561981290610e-02,-4.587057561981290610e-02,-8.673617379884035472e-17,-8.416438830771895765e-03,1.000000000000001776e+00,-3.012087176955602699e-02
4.000000000000000000e+00,8.050000000000000488e-01,-2.999320199773748002e-02,4.615179638289577252e-02,-4.615179638289576558e-02,7.285838599102589797e-17,-8.519953237473083113e-03,1.000000000000001554e+00,-2.999320199773748002e-02
4.000000000000000000e+00,8.100000000000000533e-01,-2.986485343054406244e-02,4.643292951688181291e-02,-4.643292951688181291e-02,1.977584762613560088e-16,-8.624067774078855719e-03,1.000000000000004441e+00,-2.986485343054406244e-02
4.000000000000000000e+00,8.150000000000000577e-01,-2.973582783789038148e-02,4.671397472499212028e-02,-4.671397472499212028e-02,-6.245004513516505540e-17,-8.728781738428810846e-03,1.000000000000001554e+00,-2.973582783789038148e-02
4.000000000000000000e+00,8.200000000000000622e-01,-2.960612713267513074e-02,4.699493219107235553e-02,-4.699493219107235553e-02,-1.700029006457270953e-16,-8.834094606573956662e-03,1.000000000000003553e+00,-2.960612713267513074e-02
4.000000000000000000e+00,8.250000000000000666e-01,-2.947575311991458905e-02,4.727580158901373980e-02,-4.727580158901374674e-02,3.816391647148975608e-17,-8.940005663535177324e-03,1.000000000000001110e+00,-2.947575311991458905e-02
4.000000000000000000e+00,8.300000000000000711e-01,-2.934470767359786264e-02,4.755658277912512555e-02,-4.755658277912512555e-02,-5.898059818321144121e-17,-9.046514262511122506e-03,1.000000000000001554e+00,-2.934470767359786264e-02
4.000000000000000000e+00,8.349999999999999645e-01,-2.921299263177984384e-02,4.783727554026511591e-02,-4.783727554026510898e-02,4.510281037539698445e-17,-9.153619724460987719e-03,1.000000000000001110e+00,-2.921299263177984384e-02
4.000000000000000000e+00,8.399999999999999689e-01,-2.908060985302594187e-02,4.811787982678427528e-02,-4.811787982678427528e-02,7.632783294297951215e-17,-9.261321436099412968e-03,1.000000000000001554e+00,-2.908060985302594187e-02
4.000000000000000000e+00,8.449999999999999734e-01,-2.894756117087761427e-02,4.839839563896231045e-02,-4.839839563896231045e-02,3.469446951953614189e-17,-9.369618801702103705e-03,1.000000000000000444e+00,-2.894756117087761427e-02
4.000000000000000000e+00,8.499999999999999778e-01,-2.881384844289331879e-02,4.867882256038663646e-02,-4.867882256038663646e-02,5.551115123125782702e-17,-9.478511063462428249e-03,1.000000000000000888e+00,-2.881384844289331879e-02
4.000000000000000000e+00,8.549999999999999822e-01,-2.867947355029440079e-02,4.895916073690002868e-02,-4.895916073690002868e-02,8.673617379884035472e-17,-9.587997680246455531e-03,1.000000000000001998e+00,-2.867947355029440079e-02
4.000000000000000000e+00,8.599999999999999867e-01,-2.854443833060548580e-02,4.923940996717243029e-02,-4.923940996717243029e-02,-8.326672684688674053e-17,-9.698077975661118996e-03,1.000000000000001776e+00,-2.854443833060548580e-02
4.000000000000000000e+00,8.649999999999999911e-01,-2.840874463790853816e-02,4.951957010198256015e-02,-4.951957010198256015e-02,-9.367506770274758310e-17,-9.808751292340661329e-03,1.000000000000002220e+00,-2.840874463790853816e-02
4.000000000000000000e+00,8.699999999999999956e-01,-2.827239432449914908e-02,4.979964093218013782e-02,-4.979964093218014476e-02,2.428612866367529932e-17,-9.920016947896287754e-03,1.000000000000000666e+00,-2.827239432449914908e-02
4.000000000000000000e+00,8.750000000000000000e-01,-2.813538931041102004e-02,5.007962262460060460e-02,-5.007962262460061154e-02,-7.285838599102589797e-17,-1.003187440888963708e-02,1.000000000000001554e+00,-2.813538931041102004e-02
4.000000000000000000e+00,8.800000000000000044e-01,-2.799773145192552617e-02,5.035951499566813233e-02,-5.035951499566813233e-02,1.318389841742373392e-16,-1.014432300239569325e-02,1.000000000000002665e+00,-2.799773145192552617e-02
4.000000000000000000e+00,8.850000000000000089e-01,-2.785942254934715978e-02,5.063931777220601754e-02,-5.063931777220602448e-02,-2.428612866367529932e-17,-1.025736201773784148e-02,1.000000000000000666e+00,-2.785942254934715978e-02
4.000000000000000000e+00,8.900000000000000133e-01,-2.772046450772493870e-02,5.091903103859313912e-02,-5.091903103859314605e-02,3.122502256758252770e-17,-1.037099088763684777e-02,1.000000000000000444e+00,-2.772046450772493870e-02
4.000000000000000000e+00,8.950000000000000178e-01,-2.758085919842419298e-02,5.119865462044391469e-02,-5.119865462044391469e-02,-3.469446951953614189e-18,-1.048520893977401142e-02,1.000000000000000222e+00,-2.758085919842419298e-02
4.000000000000000000e+00,9.000000000000000222e-01,-2.744060853865195465e-02,5.147818861475430413e-02,-5.147818861475429719e-02,-3.122502256758252770e-17,-1.060001561222487752e-02,1.000000000000000666e+00,-2.744060853865195465e-02
4.000000000000000000e+00,9.050000000000000266e-01,-2.729971432679076035e-02,5.175763268161980707e-02,-5.175763268161980013e-02,5.898059818321144121e-17,-1.071541016322191328e-02,1.000000000000000888e+00,-2.729971432679076035e-02
4.000000000000000000e+00,9.100000000000000311e-01,-2.715817845420371440e-02,5.203698694250804418e-02,-5.203698694250805112e-02,-5.898059818321144121e-17,-1.083139204021901260e-02,1.000000000000001554e+00,-2.715817845420371440e-02
4.000000000000000000e+00,9.150000000000000355e-01,-2.701600285434763160e-02,5.231625129793766177e-02,-5.231625129793777973e-02,1.387778780781445676e-16,-1.094796059947590605e-02,1.000000000000002665e+00,-2.701600285434763160e-02
4.000000000000000000e+00,9.200000000000000400e-01,-2.687318931513393502e-02,5.259542559594040934e-02,-5.259542559594029137e-02,-1.179611963664228824e-16,-1.106511517447236401e-02,1.000000000000002220e+00,-2.687318931513393502e-02
4.000000000000000000e+00,9.250000000000000444e-01,-2.672973973712081119e-02,5.287450989702127679e-02,-5.287450989702136006e-02,-7.285838599102589797e-17,-1.118285518740083813e-02,1.000000000000001554e+00,-2.672973973712081119e-02
4.000000000000000000e+00,9.300000000000000488e-01,-2.658565603806185840e-02,5.315350410781494173e-02,-5.315350410781505275e-02,-7.285838599102589797e-17,-1.130117999575804867e-02,1.000000000000001554e+00,-2.658565603806185840e-02
4.000000000000000000e+00,9.350000000000000533e-01,-2.644094006511821943e-02,5.343240809032638594e-02,-5.343240809032619859e-02,-1.040834085586084257e-16,-1.142008893732462602e-02,1.000000000000001776e+00,-2.644094006511821943e-02
4.000000000000000000e+00,9.400000000000000577e-01,-2.629559367909529294e-02,5.371122185111163599e-02,-5.371122185111164293e-02,-5.551115123125782702e-17,-1.153958141095733081e-02,1.000000000000000888e+00,-2.629559367909529294e-02
4.000000000000000000e+00,9.450000000000000622e-01,-2.614961878565815606e-02,5.398994547469786881e-02,-5.398994547469791044e-02,4.857225732735059864e-17,-1.165965684944341406e-02,1.000000000000001110e+00,-2.614961878565815606e-02
4.000000000000000000e+00,9.500000000000000666e-01,-2.600301722051863440e-02,5.426857880902980630e-02,-5.426857880902984099e-02,-1.734723475976807094e-17,-1.178031458380753016e-02,1.000000000000000666e+00,-2.600301722051863440e-02
4.000000000000000000e+00,9.550000000000000711e-01,-2.585579092933211129e-02,5.454712178110274201e-02,-5.454712178110263099e-02,1.422473250300981817e-16,-1.190155397840976514e-02,1.000000000000002665e+00,-2.585579092933211129e-02
4.000000000000000000e+00,9.599999999999999645e-01,-2.570794170922643257e-02,5.482557432045873091e-02,-5.482557432045889051e-02,4.857225732735059864e-17,-1.202337439827264563e-02,1.000000000000001110e+00,-2.570794170922643257e-02
4.000000000000000000e+00,9.649999999999999689e-01,-2.555947153667138816e-02,5.510393666492720277e-02,-5.510393666492710563e-02,-7.979727989493312634e-17,-1.214577534388918897e-02,1.000000000000001554e+00,-2.555947153667138816e-02
4.000000000000000000e+00,9.699999999999999734e-01,-2.541038219287822947e-02,5.538220852211275108e-02,-5.538220852211282047e-02,-1.318389841742373392e-16,-1.226875608314714414e-02,1.000000000000002220e+00,-2.541038219287822947e-02
4.000000000000000000e+00,9.749999999999999778e-01,-2.526067559669813167e-02,5.566038993195171480e-02,-5.566038993195170786e-02,1.249000902703301108e-16,-1.239231602950764503e-02,1.000000000000002220e+00,-2.526067559669813167e-02
4.000000000000000000e+00,9.799999999999999822e-01,-2.511035364779253681e-02,5.593848098700380383e-02,-5.593848098700372751e-02,6.591949208711866959e-17,-1.251645462053351150e-02,1.000000000000001110e+00,-2.511035364779253681e-02
4.000000000000000000e+00,9.849999999999999867e-01,-2.495941819186398014e-02,5.621648161974451829e-02,-5.621648161974455993e-02,3.122502256758252770e-17,-1.264117122281230993e-02,1.000000000000000444e+00,-2.495941819186398014e-02
4.000000000000000000e+00,9.899999999999999911e-01,-2.480787108636321042e-02,5.649439173379287860e-02,-5.649439173379304513e-02,3.816391647148975608e-17,-1.276646518948505379e-02,1.000000000000000444e+00,-2.480787108636321042e-02
4.000000000000000000e+00,9.949999999999999956e-01,-2.465571423419912755e-02,5.677221134896773963e-02,-5.677221134896775351e-02,-9.020562075079396891e-17,-1.289233592580745283e-02,1.000000000000001554e+00,-2.465571423419912755e-02
4.000000000000000000e+00,1.000000000000000000e+00,-2.450294953323698538e-02,5.704994064021121081e-02,-5.704994064021114836e-02,6.938893903907228378e-17,-1.301878290820646274e-02,1.000000000000001110e+00,-2.450294953323698538e-02
5.000000000000000000e+00,0.000000000000000000e+00,-2.442302465416001933e-02,0.000000000000000000e+00,2.439454888092384977e-17,2.439454888092384977e-17,5.316048051957669988e-26,1.000211628564100730e+00,-2.442302465416001933e-02
5.000000000000000000e+00,5.000000000000000104e-03,-2.442264366569352196e-02,2.257853430761247405e-04,2.257853430761248489e-04,6.317911471764858788e-12,-2.039160845920134271e-07,1.000000027981938544e+00,-2.442264366569352196e-02
5.000000000000000000e+00,1.000000000000000021e-02,-2.442150064020720546e-02,4.515707580479924209e-04,-4.515707580479925293e-04,1.068031600659491431e-11,-8.156645980961540050e-07,1.000000023651478553e+00,-2.442150064020720546e-02
5.000000000000000000e+00,1.499999999999999944e-02,-2.441959563699703378e-02,6.773566168979804503e-04,-6.773566168979811009e-04,3.027497523511168964e-11,-1.835247945821909721e-06,1.000000044695770862e+00,-2.441959563699703378e-02
5.000000000000000000e+00,2.000000000000000042e-02,-2.441692865756334152e-02,9.031429004665476878e-04,-9.031429004665476878e-04,9.779446349944542760e-12,-3.262668394652513554e-06,1.000000010828237862e+00,-2.441692865756334152e-02
5.000000000000000000e+00,2.500000000000000139e-02,-2.441349978678511445e-02,1.128929857616282981e-03,1.128929857616282981e-03,-4.847785801259663074e-12,-5.097930493670083851e-06,1.000000004294142819e+00,-2.441349978678511445e-02
5.000000000000000000e+00,2.999999999999999889e-02,-2.440930902451861340e-02,1.354717528087939988e-03,1.354717528087939771e-03,-4.770489558936219510e-17,-7.341038323634791790e-06,1.000000000000035305e+00,-2.440930902451861340e-02
5.000000000000000000e+00,3.500000000000000333e-02,-2.440435649666205381e-02,1.580506203554865423e-03,1.580506203554865423e-03,1.026106890428257756e-11,-9.991999437901653630e-06,1.000000006492267612e+00,-2.440435649666205381e-02
5.000000000000000000e+00,4.000000000000000083e-02,-2.439864225743408957e-02,1.806295993719484816e-03,1.806295993719485033e-03,2.912483622330430677e-13,-1.305082086770824749e-05,1.000000000161240798e+00,-2.439864225743408957e-02
5.000000000000000000e+00,4.499999999999999833e-02,-2.439216640146531223e-02,2.032087102309566764e-03,2.032087102309566764e-03,4.987329993433320396e-17,-1.651751196549156787e-05,1.000000000000024425e+00,-2.439216640146531223e-02
5.000000000000000000e+00,5.000000000000000278e-02,-2.438492908254874525e-02,2.257879564029585152e-03,2.257879564029585152e-03,9.919182662743164514e-12,-2.039208050264971637e-05,1.000000004393140740e+00,-2.438492908254874525e-02
5.000000000000000000e+00,5.500000000000000028e-02,-2.437693034409444542e-02,2.483673693779803182e-03,2.483673693779802748e-03,-6.105671090245179400e-12,-2.467454006869523777e-05,1.000000002458322657e+00,-2.437693034409444542e-02
5.000000000000000000e+00,5.999999999999999778e-02,-2.436817037413401346e-02,2.709469583789750856e-03,2.709469583789750422e-03,4.831274703215315824e-12,-2.936490170192721476e-05,1.000000001783106995e+00,-2.436817037413401346e-02
5.000000000000000000e+00,6.500000000000000222e-02,-2.435864928070025429e-02,2.935267272618389753e-03,2.935267272618389753e-03,-1.861919993184635302e-11,-3.446317584681840118e-05,1.000000006343272796e+00,-2.435864928070025429e-02
5.000000000000000000e+00,7.000000000000000666e-02,-2.434836724853674944e-02,3.161067163365005594e-03,3.161067163365005594e-03,-3.032348677711738105e-13,-3.996938244521793340e-05,1.000000000095928154e+00,-2.434836724853674944e-02
5.000000000000000000e+00,7.499999999999999722e-02,-2.433732445865663049e-02,3.386869220392765487e-03,3.386869220392765487e-03,-3.252008037857301304e-11,-4.588353246417558950e-05,1.000000009601811790e+00,-2.433732445865663049e-02
5.000000000000000000e+00,8.000000000000000167e-02,-2.432552104307054291e-02,3.612673602531892708e-03,3.612673602531893142e-03,-6.070287501824811471e-13,-5.220564223372307027e-05,1.000000000168027814e+00,-2.432552104307054291e-02
5.000000000000000000e+00,8.500000000000000611e-02,-2.431295728118990085e-02,3.838480590802334155e-03,3.838480590802334155e-03,-1.069023342070707372e-16,-5.893573298386493967e-05,1.000000000000027756e+00,-2.431295728118990085e-02
5.000000000000000000e+00,8.999999999999999667e-02,-2.429963333290021191e-02,4.064290296931049977e-03,4.064290296931050844e-03,-4.753830142034676243e-12,-6.607382247091155611e-05,1.000000001169658370e+00,-2.429963333290021191e-02
5.000000000000000000e+00,9.500000000000000111e-02,-2.428554940196784445e-02,4.290102878609839028e-03,4.290102878609839028e-03,9.991010622989460188e-12,-7.361993083622571322e-05,1.000000002328851112e+00,-2.428554940196784445e-02
5.000000000000000000e+00,1.000000000000000056e-01,-2.427070573146297358e-02,4.515918325660186160e-03,4.515918325660186160e-03,-3.043893262444363756e-13,-8.157407329613400250e-05,1.000000000067404082e+00,-2.427070573146297358e-02
5.000000000000000000e+00,1.049999999999999961e-01,-2.425510261146031354e-02,4.741737131625326299e-03,4.741737131625326299e-03,5.301797195711444033e-12,-8.993628410173751123e-05,1.000000001118112936e+00,-2.425510261146031354e-02
5.000000000000000000e+00,1.100000000000000006e-01,-2.423874023637943159e-02,4.967559209080883546e-03,4.967559209080884414e-03,-3.767537497256778778e-13,-9.870657798289719288e-05,1.000000000075843110e+00,-2.423874023637943159e-02
5.000000000000000000e+00,1.150000000000000050e-01,-2.422161892740362643e-02,5.193384805940017522e-03,5.193384805940017522e-03,-4.998111299836516253e-13,-1.078849829702745389e-04,1.000000000096239905e+00,-2.422161892740362643e-02
5.000000000000000000e+00,1.199999999999999956e-01,-2.420373895287072225e-02,5.419213953616104466e-03,5.419213953616103599e-03,5.687002951892949909e-12,-1.174715195002699241e-04,1.000000001049414999e+00,-2.420373895287072225e-02
5.000000000000000000e+00,1.250000000000000000e-01,-2.418510059845579291e-02,5.645046897393569962e-03,5.645046897393569962e-03,3.056162094228209725e-13,-1.274662178950910921e-04,1.000000000054139138e+00,-2.418510059845579291e-02
5.000000000000000000e+00,1.300000000000000044e-01,-2.416570420426611410e-02,5.870883947519126012e-03,5.870883947519126012e-03,1.303634283855714671e-11,-1.378691133009510229e-04,1.000000002220508000e+00,-2.416570420426611410e-02
5.000000000000000000e+00,1.350000000000000089e-01,-2.414555004395226023e-02,6.096724953596796559e-03,6.096724953596797426e-03,1.190147546487052566e-11,-1.486802206392394833e-04,1.000000001952109585e+00,-2.414555004395226023e-02
5.000000000000000000e+00,1.400000000000000133e-01,-2.412463847539083120e-02,6.322570262353038179e-03,6.322570262353038179e-03,1.075528555105620399e-16,-1.598995788895638567e-04,1.000000000000016875e+00,-2.412463847539083120e-02
5.000000000000000000e+00,1.449999999999999900e-01,-2.410296986950193066e-02,6.548420042906307956e-03,6.548420042906307956e-03,3.356062389797687118e-12,-1.715272202333482270e-04,1.000000000512499598e+00,-2.410296986950193066e-02
5.000000000000000000e+00,1.499999999999999944e-01,-2.408054455227229967e-02,6.774274401720129651e-03,6.774274401720129651e-03,-1.255140392661391324e-11,-1.835631746792025032e-04,1.000000001852804354e+00,-2.408054455227229967e-02
5.000000000000000000e+00,1.549999999999999989e-01,-2.405736287216429792e-02,7.000133400810022721e-03,7.000133400810021854e-03,9.540979117872439019e-18,-1.960074705165443416e-04,1.000000000000001554e+00,-2.405736287216429792e-02
5.000000000000000000e+00,1.600000000000000033e-01,-2.403342526935491053e-02,7.225997346946314188e-03,7.225997346946315056e-03,-1.837868442502998967e-11,-2.088601506323007164e-04,1.000000002543411703e+00,-2.403342526935491053e-02
5.000000000000000000e+00,1.650000000000000078e-01,-2.400873210075498559e-02,7.451866276540749200e-03,7.451866276540749200e-03,-8.685266048025219732e-13,-2.221212440137811692e-04,1.000000000116551657e+00,-2.400873210075498559e-02
5.000000000000000000e+00,1.700000000000000122e-01,-2.398328378360600061e-02,7.677740417563271025e-03,7.677740417563271025e-03,3.230896453154663561e-12,-2.357907916779385278e-04,1.000000000420813606e+00,-2.398328378360600061e-02
5.000000000000000000e+00,1.750000000000000167e-01,-2.395708076842924250e-02,7.903619889406925461e-03,7.903619889406925461e-03,-5.883732737133051671e-12,-2.498688294249149671e-04,1.000000000744435180e+00,-2.395708076842924250e-02
5.000000000000000000e+00,1.799999999999999933e-01,-2.393012341987476449e-02,8.129504892456191484e-03,8.129504892456191484e-03,6.774993760449987690e-12,-2.643553991858766002e-04,1.000000000833383584e+00,-2.393012341987476449e-02
5.000000000000000000e+00,1.849999999999999978e-01,-2.390241223541368643e-02,8.355395490815925932e-03,8.355395490815927667e-03,-2.115086838311297512e-11,-2.792505352317885075e-04,1.000000002531402421e+00,-2.390241223541368643e-02
5.000000000000000000e+00,1.900000000000000022e-01,-2.387394763250756669e-02,8.581291868687069765e-03,8.581291868687069765e-03,3.130387442318305347e-11,-2.945542805423792976e-04,1.000000003647921076e+00,-2.387394763250756669e-02
5.000000000000000000e+00,1.950000000000000067e-01,-2.384473009758766165e-02,8.807194229881080277e-03,8.807194229881080277e-03,-3.654116939588725188e-13,-3.102666808114024392e-04,1.000000000041490589e+00,-2.384473009758766165e-02
5.000000000000000000e+00,2.000000000000000111e-01,-2.381476013202736552e-02,9.033102712525232711e-03,9.033102712525232711e-03,6.613242939379482266e-12,-3.263877784601228920e-04,1.000000000732112149e+00,-2.381476013202736552e-02
5.000000000000000000e+00,2.050000000000000155e-01,-2.378403816904244711e-02,9.259017404485552286e-03,9.259017404485554020e-03,3.116309293949015569e-13,-3.429176131862656353e-04,1.000000000033657299e+00,-2.378403816904244711e-02
5.000000000000000000e+00,2.099999999999999922e-01,-2.375256478690590534e-02,9.484938378228292485e-03,9.484938378228290751e-03,-9.194034422677077600e-17,-3.598562241551516664e-04,1.000000000000009992e+00,-2.375256478690590534e-02
5.000000000000000000e+00,2.149999999999999967e-01,-2.372034045327862245e-02,9.710866062447890898e-03,9.710866062447890898e-03,1.809325259061189684e-11,-3.772036787312088232e-04,1.000000001863196708e+00,-2.372034045327862245e-02
5.000000000000000000e+00,2.200000000000000011e-01,-2.368736569633844019e-02,9.936800390295007224e-03,9.936800390295005489e-03,6.721168760437379319e-13,-3.949600079862678696e-04,1.000000000067639228e+00,-2.368736569633844019e-02
5.000000000000000000e+00,2.250000000000000056e-01,-2.365364105983237819e-02,1.016274148929669982e-02,1.016274148929669982e-02,5.075558029421500805e-13,-4.131252583130900200e-04,1.000000000049942939e+00,-2.365364105983237819e-02
5.000000000000000000e+00,2.300000000000000100e-01,-2.361916711752674869e-02,1.038868965124319782e-02,1.038868965124319782e-02,-2.555060329978431355e-12,-4.316994906793900381e-04,1.000000000245946374e+00,-2.361916711752674869e-02
